Episode	Accumulated Reward	Length	Steps
0	-500.0	500	500
1	-500.0	500	1000
2	-500.0	500	1500
3	-500.0	500	2000
4	-282.0	282	2282
5	-500.0	500	2782
6	-500.0	500	3282
7	-202.0	202	3484
8	-273.0	273	3757
9	-228.0	228	3985
10	-166.0	166	4151
11	-168.0	168	4319
12	-153.0	153	4472
13	-183.0	183	4655
14	-162.0	162	4817
15	-159.0	159	4976
16	-132.0	132	5108
17	-163.0	163	5271
18	-151.0	151	5422
19	-152.0	152	5574
20	-91.0	91	5665
21	-140.0	140	5805
22	-141.0	141	5946
23	-104.0	104	6050
24	-168.0	168	6218
25	-122.0	122	6340
26	-161.0	161	6501
27	-146.0	146	6647
28	-134.0	134	6781
29	-153.0	153	6934
30	-194.0	194	7128
31	-152.0	152	7280
32	-155.0	155	7435
33	-148.0	148	7583
34	-173.0	173	7756
35	-209.0	209	7965
36	-153.0	153	8118
37	-125.0	125	8243
38	-151.0	151	8394
39	-104.0	104	8498
40	-135.0	135	8633
41	-179.0	179	8812
42	-133.0	133	8945
43	-130.0	130	9075
44	-132.0	132	9207
45	-175.0	175	9382
46	-105.0	105	9487
47	-152.0	152	9639
48	-104.0	104	9743
49	-129.0	129	9872
50	-89.0	89	9961
51	-104.0	104	10065
52	-91.0	91	10156
53	-88.0	88	10244
54	-104.0	104	10348
55	-121.0	121	10469
56	-88.0	88	10557
57	-104.0	104	10661
58	-133.0	133	10794
59	-104.0	104	10898
60	-128.0	128	11026
61	-126.0	126	11152
62	-84.0	84	11236
63	-132.0	132	11368
64	-171.0	171	11539
65	-193.0	193	11732
66	-157.0	157	11889
67	-164.0	164	12053
68	-129.0	129	12182
69	-288.0	288	12470
70	-104.0	104	12574
71	-130.0	130	12704
72	-131.0	131	12835
73	-129.0	129	12964
74	-158.0	158	13122
75	-126.0	126	13248
76	-105.0	105	13353
77	-161.0	161	13514
78	-130.0	130	13644
79	-105.0	105	13749
80	-154.0	154	13903
81	-105.0	105	14008
82	-105.0	105	14113
83	-92.0	92	14205
84	-106.0	106	14311
85	-104.0	104	14415
86	-104.0	104	14519
87	-104.0	104	14623
88	-104.0	104	14727
89	-87.0	87	14814
90	-109.0	109	14923
91	-104.0	104	15027
92	-113.0	113	15140
93	-134.0	134	15274
94	-90.0	90	15364
95	-104.0	104	15468
96	-139.0	139	15607
97	-130.0	130	15737
98	-104.0	104	15841
99	-101.0	101	15942
100	-106.0	106	16048
101	-104.0	104	16152
102	-104.0	104	16256
103	-83.0	83	16339
104	-85.0	85	16424
105	-104.0	104	16528
106	-84.0	84	16612
107	-104.0	104	16716
108	-104.0	104	16820
109	-85.0	85	16905
110	-83.0	83	16988
111	-84.0	84	17072
112	-104.0	104	17176
113	-104.0	104	17280
114	-104.0	104	17384
115	-186.0	186	17570
116	-104.0	104	17674
117	-168.0	168	17842
118	-91.0	91	17933
119	-103.0	103	18036
120	-105.0	105	18141
121	-105.0	105	18246
