Episode	Accumulated Reward	Length	Steps
122	-109.0	109	18355
123	-104.0	104	18459
124	-148.0	148	18607
125	-104.0	104	18711
126	-87.0	87	18798
127	-105.0	105	18903
128	-88.0	88	18991
129	-104.0	104	19095
130	-104.0	104	19199
131	-108.0	108	19307
132	-104.0	104	19411
133	-83.0	83	19494
134	-157.0	157	19651
135	-90.0	90	19741
136	-93.0	93	19834
137	-173.0	173	20007
138	-88.0	88	20095
139	-85.0	85	20180
140	-161.0	161	20341
141	-138.0	138	20479
142	-97.0	97	20576
143	-84.0	84	20660
144	-85.0	85	20745
145	-98.0	98	20843
146	-104.0	104	20947
147	-105.0	105	21052
148	-162.0	162	21214
149	-147.0	147	21361
150	-92.0	92	21453
151	-111.0	111	21564
152	-87.0	87	21651
153	-135.0	135	21786
154	-154.0	154	21940
155	-88.0	88	22028
156	-95.0	95	22123
157	-141.0	141	22264
158	-128.0	128	22392
159	-144.0	144	22536
160	-84.0	84	22620
161	-104.0	104	22724
162	-96.0	96	22820
163	-148.0	148	22968
164	-91.0	91	23059
165	-104.0	104	23163
166	-153.0	153	23316
167	-104.0	104	23420
168	-176.0	176	23596
169	-84.0	84	23680
170	-104.0	104	23784
171	-130.0	130	23914
172	-84.0	84	23998
173	-104.0	104	24102
174	-88.0	88	24190
175	-104.0	104	24294
176	-104.0	104	24398
177	-91.0	91	24489
178	-150.0	150	24639
179	-104.0	104	24743
180	-157.0	157	24900
181	-157.0	157	25057
182	-128.0	128	25185
183	-150.0	150	25335
184	-104.0	104	25439
185	-104.0	104	25543
186	-104.0	104	25647
187	-84.0	84	25731
188	-83.0	83	25814
189	-140.0	140	25954
190	-108.0	108	26062
191	-104.0	104	26166
192	-93.0	93	26259
193	-100.0	100	26359
194	-152.0	152	26511
195	-104.0	104	26615
196	-84.0	84	26699
197	-104.0	104	26803
198	-97.0	97	26900
199	-104.0	104	27004
200	-114.0	114	27118
201	-87.0	87	27205
202	-104.0	104	27309
203	-104.0	104	27413
204	-104.0	104	27517
205	-92.0	92	27609
206	-104.0	104	27713
207	-96.0	96	27809
208	-104.0	104	27913
209	-87.0	87	28000
210	-84.0	84	28084
211	-104.0	104	28188
212	-83.0	83	28271
213	-168.0	168	28439
214	-86.0	86	28525
215	-104.0	104	28629
216	-93.0	93	28722
217	-101.0	101	28823
218	-86.0	86	28909
219	-104.0	104	29013
220	-104.0	104	29117
221	-88.0	88	29205
222	-85.0	85	29290
223	-104.0	104	29394
224	-104.0	104	29498
225	-104.0	104	29602
226	-83.0	83	29685
227	-105.0	105	29790
228	-94.0	94	29884
229	-84.0	84	29968
230	-97.0	97	30065
231	-176.0	176	30241
232	-108.0	108	30349
233	-104.0	104	30453
234	-100.0	100	30553
235	-104.0	104	30657
236	-97.0	97	30754
237	-104.0	104	30858
238	-108.0	108	30966
239	-105.0	105	31071
240	-190.0	190	31261
241	-104.0	104	31365
242	-87.0	87	31452
243	-88.0	88	31540
244	-91.0	91	31631
245	-104.0	104	31735
246	-92.0	92	31827
247	-105.0	105	31932
248	-88.0	88	32020
249	-107.0	107	32127
250	-160.0	160	32287
251	-105.0	105	32392
252	-152.0	152	32544
253	-157.0	157	32701
254	-104.0	104	32805
255	-99.0	99	32904
256	-149.0	149	33053
257	-153.0	153	33206
258	-92.0	92	33298
259	-86.0	86	33384
260	-108.0	108	33492
261	-104.0	104	33596
262	-86.0	86	33682
263	-104.0	104	33786
264	-103.0	103	33889
265	-104.0	104	33993
266	-104.0	104	34097
267	-92.0	92	34189
268	-87.0	87	34276
269	-86.0	86	34362
270	-105.0	105	34467
271	-86.0	86	34553
272	-104.0	104	34657
273	-84.0	84	34741
274	-104.0	104	34845
275	-104.0	104	34949
276	-104.0	104	35053
277	-87.0	87	35140
278	-104.0	104	35244
279	-103.0	103	35347
280	-123.0	123	35470
281	-103.0	103	35573
282	-104.0	104	35677
283	-103.0	103	35780
284	-104.0	104	35884
285	-86.0	86	35970
286	-88.0	88	36058
287	-104.0	104	36162
288	-120.0	120	36282
289	-86.0	86	36368
290	-104.0	104	36472
291	-83.0	83	36555
292	-104.0	104	36659
293	-104.0	104	36763
294	-85.0	85	36848
295	-84.0	84	36932
296	-167.0	167	37099
297	-84.0	84	37183
298	-85.0	85	37268
299	-150.0	150	37418
