Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
20	1.0	18	701	20	1.0	18	701	20	1.0	18	701	20	1.0	18	701	20	1.0	18	701	20	1.0	18	701	20	1.0	18	701	20	1.0	18	701	20	1.0	18	701	20	1.0	18	701
21	1.0	18	719	21	1.0	18	719	21	1.0	18	719	21	1.0	18	719	21	1.0	18	719	21	1.0	18	719	21	1.0	18	719	21	1.0	18	719	21	1.0	18	719	21	1.0	18	719
22	1.0	16	735	22	1.0	16	735	22	1.0	16	735	22	1.0	16	735	22	1.0	16	735	22	1.0	16	735	22	1.0	16	735	22	1.0	16	735	22	1.0	16	735	22	1.0	16	735
23	1.0	17	752	23	1.0	17	752	23	1.0	17	752	23	1.0	17	752	23	1.0	17	752	23	1.0	17	752	23	1.0	17	752	23	1.0	17	752	23	1.0	17	752	23	1.0	17	752
24	1.0	18	770	24	1.0	18	770	24	1.0	18	770	24	1.0	18	770	24	1.0	18	770	24	1.0	18	770	24	1.0	18	770	24	1.0	18	770	24	1.0	18	770	24	1.0	18	770
25	1.0	16	786	25	1.0	16	786	25	1.0	16	786	25	1.0	16	786	25	1.0	16	786	25	1.0	16	786	25	1.0	16	786	25	1.0	16	786	25	1.0	16	786	25	1.0	16	786
26	1.0	16	802	26	1.0	16	802	26	1.0	16	802	26	1.0	16	802	26	1.0	16	802	26	1.0	16	802	26	1.0	16	802	26	1.0	16	802	26	1.0	16	802	26	1.0	16	802
27	1.0	19	821	27	1.0	19	821	27	1.0	19	821	27	1.0	19	821	27	1.0	19	821	27	1.0	19	821	27	1.0	19	821	27	1.0	19	821	27	1.0	19	821	27	1.0	19	821
28	1.0	17	838	28	1.0	17	838	28	1.0	17	838	28	1.0	17	838	28	1.0	17	838	28	1.0	17	838	28	1.0	17	838	28	1.0	17	838	28	1.0	17	838	28	1.0	17	838
29	1.0	18	856	29	1.0	18	856	29	1.0	18	856	29	1.0	18	856	29	1.0	18	856	29	1.0	18	856	29	1.0	18	856	29	1.0	18	856	29	1.0	18	856	29	1.0	18	856
30	1.0	18	874	30	1.0	18	874	30	1.0	18	874	30	1.0	18	874	30	1.0	18	874	30	1.0	18	874	30	1.0	18	874	30	1.0	18	874	30	1.0	18	874	30	1.0	18	874
31	1.0	16	890	31	1.0	16	890	31	1.0	16	890	31	1.0	16	890	31	1.0	16	890	31	1.0	16	890	31	1.0	16	890	31	1.0	16	890	31	1.0	16	890	31	1.0	16	890
32	1.0	17	907	32	1.0	17	907	32	1.0	17	907	32	1.0	17	907	32	1.0	17	907	32	1.0	17	907	32	1.0	17	907	32	1.0	17	907	32	1.0	17	907	32	1.0	17	907
33	1.0	19	926	33	1.0	19	926	33	1.0	19	926	33	1.0	19	926	33	1.0	19	926	33	1.0	19	926	33	1.0	19	926	33	1.0	19	926	33	1.0	19	926	33	1.0	19	926
34	1.0	16	942	34	1.0	16	942	34	1.0	16	942	34	1.0	16	942	34	1.0	16	942	34	1.0	16	942	34	1.0	16	942	34	1.0	16	942	34	1.0	16	942	34	1.0	16	942
35	1.0	17	959	35	1.0	17	959	35	1.0	17	959	35	1.0	17	959	35	1.0	17	959	35	1.0	17	959	35	1.0	17	959	35	1.0	17	959	35	1.0	17	959	35	1.0	17	959
36	1.0	18	977	36	1.0	18	977	36	1.0	18	977	36	1.0	18	977	36	1.0	18	977	36	1.0	18	977	36	1.0	18	977	36	1.0	18	977	36	1.0	18	977	36	1.0	18	977
37	1.0	16	993	37	1.0	16	993	37	1.0	16	993	37	1.0	16	993	37	1.0	16	993	37	1.0	16	993	37	1.0	16	993	37	1.0	16	993	37	1.0	16	993	37	1.0	16	993
38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011	38	1.0	18	1011
39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031	39	1.0	20	1031
40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047	40	1.0	16	1047
41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063	41	1.0	16	1063
42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081	42	1.0	18	1081
43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100	43	1.0	19	1100
44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118	44	1.0	18	1118
45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136	45	1.0	18	1136
46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155	46	1.0	19	1155
47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171	47	1.0	16	1171
48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188	48	1.0	17	1188
49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205	49	1.0	17	1205
