Episode	Accumulated Reward	Length	Steps
0	-500.0	500	500
1	-500.0	500	1000
2	-500.0	500	1500
3	-500.0	500	2000
4	-500.0	500	2500
5	-500.0	500	3000
6	-500.0	500	3500
7	-500.0	500	4000
8	-500.0	500	4500
9	-500.0	500	5000
10	-500.0	500	5500
11	-500.0	500	6000
12	-500.0	500	6500
13	-500.0	500	7000
14	-500.0	500	7500
15	-500.0	500	8000
16	-500.0	500	8500
17	-500.0	500	9000
18	-500.0	500	9500
19	-500.0	500	10000
20	-500.0	500	10500
21	-500.0	500	11000
22	-500.0	500	11500
23	-500.0	500	12000
24	-500.0	500	12500
25	-500.0	500	13000
26	-500.0	500	13500
27	-500.0	500	14000
28	-500.0	500	14500
29	-500.0	500	15000
30	-500.0	500	15500
31	-500.0	500	16000
32	-500.0	500	16500
33	-500.0	500	17000
34	-500.0	500	17500
35	-500.0	500	18000
36	-500.0	500	18500
37	-500.0	500	19000
38	-500.0	500	19500
39	-500.0	500	20000
40	-500.0	500	20500
41	-500.0	500	21000
42	-500.0	500	21500
43	-500.0	500	22000
44	-500.0	500	22500
45	-500.0	500	23000
46	-500.0	500	23500
47	-500.0	500	24000
48	-500.0	500	24500
49	-500.0	500	25000
50	-500.0	500	25500
51	-500.0	500	26000
52	-500.0	500	26500
53	-500.0	500	27000
54	-500.0	500	27500
55	-500.0	500	28000
56	-500.0	500	28500
57	-500.0	500	29000
58	-500.0	500	29500
59	-500.0	500	30000
60	-500.0	500	30500
61	-500.0	500	31000
62	-500.0	500	31500
63	-500.0	500	32000
64	-500.0	500	32500
65	-500.0	500	33000
66	-500.0	500	33500
67	-500.0	500	34000
68	-500.0	500	34500
69	-500.0	500	35000
70	-500.0	500	35500
71	-500.0	500	36000
72	-500.0	500	36500
73	-500.0	500	37000
74	-500.0	500	37500
75	-500.0	500	38000
76	-500.0	500	38500
77	-500.0	500	39000
78	-500.0	500	39500
79	-500.0	500	40000
80	-500.0	500	40500
81	-500.0	500	41000
82	-500.0	500	41500
83	-500.0	500	42000
84	-500.0	500	42500
85	-500.0	500	43000
86	-500.0	500	43500
87	-500.0	500	44000
88	-500.0	500	44500
89	-500.0	500	45000
90	-500.0	500	45500
91	-500.0	500	46000
92	-500.0	500	46500
93	-500.0	500	47000
94	-500.0	500	47500
95	-500.0	500	48000
96	-500.0	500	48500
97	-500.0	500	49000
98	-500.0	500	49500
99	-500.0	500	50000
100	-500.0	500	50500
101	-500.0	500	51000
102	-500.0	500	51500
103	-500.0	500	52000
104	-500.0	500	52500
105	-500.0	500	53000
106	-500.0	500	53500
107	-500.0	500	54000
108	-500.0	500	54500
109	-500.0	500	55000
110	-500.0	500	55500
111	-500.0	500	56000
112	-500.0	500	56500
113	-500.0	500	57000
114	-500.0	500	57500
115	-500.0	500	58000
116	-500.0	500	58500
117	-500.0	500	59000
118	-500.0	500	59500
119	-500.0	500	60000
120	-500.0	500	60500
121	-500.0	500	61000
