Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
129	-33	33	9679	129	-33	33	9679	129	-33	33	9679	129	-33	33	9679	129	-33	33	9679	129	-33	33	9679	129	-33	33	9679	129	-33	33	9679	129	-33	33	9679	129	-33	33	9679
130	-20	20	9699	130	-20	20	9699	130	-20	20	9699	130	-20	20	9699	130	-20	20	9699	130	-20	20	9699	130	-20	20	9699	130	-20	20	9699	130	-20	20	9699	130	-20	20	9699
131	-28	28	9727	131	-28	28	9727	131	-28	28	9727	131	-28	28	9727	131	-28	28	9727	131	-28	28	9727	131	-28	28	9727	131	-28	28	9727	131	-28	28	9727	131	-28	28	9727
132	-28	28	9755	132	-28	28	9755	132	-28	28	9755	132	-28	28	9755	132	-28	28	9755	132	-28	28	9755	132	-28	28	9755	132	-28	28	9755	132	-28	28	9755	132	-28	28	9755
133	-32	32	9787	133	-32	32	9787	133	-32	32	9787	133	-32	32	9787	133	-32	32	9787	133	-32	32	9787	133	-32	32	9787	133	-32	32	9787	133	-32	32	9787	133	-32	32	9787
134	-137	38	9825	134	-137	38	9825	134	-137	38	9825	134	-137	38	9825	134	-137	38	9825	134	-137	38	9825	134	-137	38	9825	134	-137	38	9825	134	-137	38	9825	134	-137	38	9825
135	-51	51	9876	135	-51	51	9876	135	-51	51	9876	135	-51	51	9876	135	-51	51	9876	135	-51	51	9876	135	-51	51	9876	135	-51	51	9876	135	-51	51	9876	135	-51	51	9876
136	-25	25	9901	136	-25	25	9901	136	-25	25	9901	136	-25	25	9901	136	-25	25	9901	136	-25	25	9901	136	-25	25	9901	136	-25	25	9901	136	-25	25	9901	136	-25	25	9901
137	-28	28	9929	137	-28	28	9929	137	-28	28	9929	137	-28	28	9929	137	-28	28	9929	137	-28	28	9929	137	-28	28	9929	137	-28	28	9929	137	-28	28	9929	137	-28	28	9929
138	-146	47	9976	138	-146	47	9976	138	-146	47	9976	138	-146	47	9976	138	-146	47	9976	138	-146	47	9976	138	-146	47	9976	138	-146	47	9976	138	-146	47	9976	138	-146	47	9976
139	-35	35	10011	139	-35	35	10011	139	-35	35	10011	139	-35	35	10011	139	-35	35	10011	139	-35	35	10011	139	-35	35	10011	139	-35	35	10011	139	-35	35	10011	139	-35	35	10011
140	-25	25	10036	140	-25	25	10036	140	-25	25	10036	140	-25	25	10036	140	-25	25	10036	140	-25	25	10036	140	-25	25	10036	140	-25	25	10036	140	-25	25	10036	140	-25	25	10036
141	-22	22	10058	141	-22	22	10058	141	-22	22	10058	141	-22	22	10058	141	-22	22	10058	141	-22	22	10058	141	-22	22	10058	141	-22	22	10058	141	-22	22	10058	141	-22	22	10058
142	-21	21	10079	142	-21	21	10079	142	-21	21	10079	142	-21	21	10079	142	-21	21	10079	142	-21	21	10079	142	-21	21	10079	142	-21	21	10079	142	-21	21	10079	142	-21	21	10079
143	-26	26	10105	143	-26	26	10105	143	-26	26	10105	143	-26	26	10105	143	-26	26	10105	143	-26	26	10105	143	-26	26	10105	143	-26	26	10105	143	-26	26	10105	143	-26	26	10105
144	-25	25	10130	144	-25	25	10130	144	-25	25	10130	144	-25	25	10130	144	-25	25	10130	144	-25	25	10130	144	-25	25	10130	144	-25	25	10130	144	-25	25	10130	144	-25	25	10130
145	-25	25	10155	145	-25	25	10155	145	-25	25	10155	145	-25	25	10155	145	-25	25	10155	145	-25	25	10155	145	-25	25	10155	145	-25	25	10155	145	-25	25	10155	145	-25	25	10155
146	-36	36	10191	146	-36	36	10191	146	-36	36	10191	146	-36	36	10191	146	-36	36	10191	146	-36	36	10191	146	-36	36	10191	146	-36	36	10191	146	-36	36	10191	146	-36	36	10191
147	-27	27	10218	147	-27	27	10218	147	-27	27	10218	147	-27	27	10218	147	-27	27	10218	147	-27	27	10218	147	-27	27	10218	147	-27	27	10218	147	-27	27	10218	147	-27	27	10218
148	-24	24	10242	148	-24	24	10242	148	-24	24	10242	148	-24	24	10242	148	-24	24	10242	148	-24	24	10242	148	-24	24	10242	148	-24	24	10242	148	-24	24	10242	148	-24	24	10242
149	-23	23	10265	149	-23	23	10265	149	-23	23	10265	149	-23	23	10265	149	-23	23	10265	149	-23	23	10265	149	-23	23	10265	149	-23	23	10265	149	-23	23	10265	149	-23	23	10265
150	-40	40	10305	150	-40	40	10305	150	-40	40	10305	150	-40	40	10305	150	-40	40	10305	150	-40	40	10305	150	-40	40	10305	150	-40	40	10305	150	-40	40	10305	150	-40	40	10305
151	-22	22	10327	151	-22	22	10327	151	-22	22	10327	151	-22	22	10327	151	-22	22	10327	151	-22	22	10327	151	-22	22	10327	151	-22	22	10327	151	-22	22	10327	151	-22	22	10327
152	-29	29	10356	152	-29	29	10356	152	-29	29	10356	152	-29	29	10356	152	-29	29	10356	152	-29	29	10356	152	-29	29	10356	152	-29	29	10356	152	-29	29	10356	152	-29	29	10356
153	-25	25	10381	153	-25	25	10381	153	-25	25	10381	153	-25	25	10381	153	-25	25	10381	153	-25	25	10381	153	-25	25	10381	153	-25	25	10381	153	-25	25	10381	153	-25	25	10381
154	-23	23	10404	154	-23	23	10404	154	-23	23	10404	154	-23	23	10404	154	-23	23	10404	154	-23	23	10404	154	-23	23	10404	154	-23	23	10404	154	-23	23	10404	154	-23	23	10404
155	-32	32	10436	155	-32	32	10436	155	-32	32	10436	155	-32	32	10436	155	-32	32	10436	155	-32	32	10436	155	-32	32	10436	155	-32	32	10436	155	-32	32	10436	155	-32	32	10436
156	-25	25	10461	156	-25	25	10461	156	-25	25	10461	156	-25	25	10461	156	-25	25	10461	156	-25	25	10461	156	-25	25	10461	156	-25	25	10461	156	-25	25	10461	156	-25	25	10461
157	-30	30	10491	157	-30	30	10491	157	-30	30	10491	157	-30	30	10491	157	-30	30	10491	157	-30	30	10491	157	-30	30	10491	157	-30	30	10491	157	-30	30	10491	157	-30	30	10491
158	-30	30	10521	158	-30	30	10521	158	-30	30	10521	158	-30	30	10521	158	-30	30	10521	158	-30	30	10521	158	-30	30	10521	158	-30	30	10521	158	-30	30	10521	158	-30	30	10521
159	-31	31	10552	159	-31	31	10552	159	-31	31	10552	159	-31	31	10552	159	-31	31	10552	159	-31	31	10552	159	-31	31	10552	159	-31	31	10552	159	-31	31	10552	159	-31	31	10552
160	-26	26	10578	160	-26	26	10578	160	-26	26	10578	160	-26	26	10578	160	-26	26	10578	160	-26	26	10578	160	-26	26	10578	160	-26	26	10578	160	-26	26	10578	160	-26	26	10578
161	-25	25	10603	161	-25	25	10603	161	-25	25	10603	161	-25	25	10603	161	-25	25	10603	161	-25	25	10603	161	-25	25	10603	161	-25	25	10603	161	-25	25	10603	161	-25	25	10603
162	-27	27	10630	162	-27	27	10630	162	-27	27	10630	162	-27	27	10630	162	-27	27	10630	162	-27	27	10630	162	-27	27	10630	162	-27	27	10630	162	-27	27	10630	162	-27	27	10630
163	-23	23	10653	163	-23	23	10653	163	-23	23	10653	163	-23	23	10653	163	-23	23	10653	163	-23	23	10653	163	-23	23	10653	163	-23	23	10653	163	-23	23	10653	163	-23	23	10653
164	-29	29	10682	164	-29	29	10682	164	-29	29	10682	164	-29	29	10682	164	-29	29	10682	164	-29	29	10682	164	-29	29	10682	164	-29	29	10682	164	-29	29	10682	164	-29	29	10682
165	-19	19	10701	165	-19	19	10701	165	-19	19	10701	165	-19	19	10701	165	-19	19	10701	165	-19	19	10701	165	-19	19	10701	165	-19	19	10701	165	-19	19	10701	165	-19	19	10701
166	-32	32	10733	166	-32	32	10733	166	-32	32	10733	166	-32	32	10733	166	-32	32	10733	166	-32	32	10733	166	-32	32	10733	166	-32	32	10733	166	-32	32	10733	166	-32	32	10733
167	-30	30	10763	167	-30	30	10763	167	-30	30	10763	167	-30	30	10763	167	-30	30	10763	167	-30	30	10763	167	-30	30	10763	167	-30	30	10763	167	-30	30	10763	167	-30	30	10763
168	-22	22	10785	168	-22	22	10785	168	-22	22	10785	168	-22	22	10785	168	-22	22	10785	168	-22	22	10785	168	-22	22	10785	168	-22	22	10785	168	-22	22	10785	168	-22	22	10785
169	-21	21	10806	169	-21	21	10806	169	-21	21	10806	169	-21	21	10806	169	-21	21	10806	169	-21	21	10806	169	-21	21	10806	169	-21	21	10806	169	-21	21	10806	169	-21	21	10806
170	-28	28	10834	170	-28	28	10834	170	-28	28	10834	170	-28	28	10834	170	-28	28	10834	170	-28	28	10834	170	-28	28	10834	170	-28	28	10834	170	-28	28	10834	170	-28	28	10834
171	-30	30	10864	171	-30	30	10864	171	-30	30	10864	171	-30	30	10864	171	-30	30	10864	171	-30	30	10864	171	-30	30	10864	171	-30	30	10864	171	-30	30	10864	171	-30	30	10864
172	-17	17	10881	172	-17	17	10881	172	-17	17	10881	172	-17	17	10881	172	-17	17	10881	172	-17	17	10881	172	-17	17	10881	172	-17	17	10881	172	-17	17	10881	172	-17	17	10881
173	-128	29	10910	173	-128	29	10910	173	-128	29	10910	173	-128	29	10910	173	-128	29	10910	173	-128	29	10910	173	-128	29	10910	173	-128	29	10910	173	-128	29	10910	173	-128	29	10910
174	-36	36	10946	174	-36	36	10946	174	-36	36	10946	174	-36	36	10946	174	-36	36	10946	174	-36	36	10946	174	-36	36	10946	174	-36	36	10946	174	-36	36	10946	174	-36	36	10946
175	-29	29	10975	175	-29	29	10975	175	-29	29	10975	175	-29	29	10975	175	-29	29	10975	175	-29	29	10975	175	-29	29	10975	175	-29	29	10975	175	-29	29	10975	175	-29	29	10975
176	-24	24	10999	176	-24	24	10999	176	-24	24	10999	176	-24	24	10999	176	-24	24	10999	176	-24	24	10999	176	-24	24	10999	176	-24	24	10999	176	-24	24	10999	176	-24	24	10999
177	-27	27	11026	177	-27	27	11026	177	-27	27	11026	177	-27	27	11026	177	-27	27	11026	177	-27	27	11026	177	-27	27	11026	177	-27	27	11026	177	-27	27	11026	177	-27	27	11026
178	-125	26	11052	178	-125	26	11052	178	-125	26	11052	178	-125	26	11052	178	-125	26	11052	178	-125	26	11052	178	-125	26	11052	178	-125	26	11052	178	-125	26	11052	178	-125	26	11052
179	-25	25	11077	179	-25	25	11077	179	-25	25	11077	179	-25	25	11077	179	-25	25	11077	179	-25	25	11077	179	-25	25	11077	179	-25	25	11077	179	-25	25	11077	179	-25	25	11077
180	-141	42	11119	180	-141	42	11119	180	-141	42	11119	180	-141	42	11119	180	-141	42	11119	180	-141	42	11119	180	-141	42	11119	180	-141	42	11119	180	-141	42	11119	180	-141	42	11119
181	-23	23	11142	181	-23	23	11142	181	-23	23	11142	181	-23	23	11142	181	-23	23	11142	181	-23	23	11142	181	-23	23	11142	181	-23	23	11142	181	-23	23	11142	181	-23	23	11142
182	-162	63	11205	182	-162	63	11205	182	-162	63	11205	182	-162	63	11205	182	-162	63	11205	182	-162	63	11205	182	-162	63	11205	182	-162	63	11205	182	-162	63	11205	182	-162	63	11205
183	-120	21	11226	183	-120	21	11226	183	-120	21	11226	183	-120	21	11226	183	-120	21	11226	183	-120	21	11226	183	-120	21	11226	183	-120	21	11226	183	-120	21	11226	183	-120	21	11226
184	-20	20	11246	184	-20	20	11246	184	-20	20	11246	184	-20	20	11246	184	-20	20	11246	184	-20	20	11246	184	-20	20	11246	184	-20	20	11246	184	-20	20	11246	184	-20	20	11246
185	-141	42	11288	185	-141	42	11288	185	-141	42	11288	185	-141	42	11288	185	-141	42	11288	185	-141	42	11288	185	-141	42	11288	185	-141	42	11288	185	-141	42	11288	185	-141	42	11288
186	-29	29	11317	186	-29	29	11317	186	-29	29	11317	186	-29	29	11317	186	-29	29	11317	186	-29	29	11317	186	-29	29	11317	186	-29	29	11317	186	-29	29	11317	186	-29	29	11317
187	-22	22	11339	187	-22	22	11339	187	-22	22	11339	187	-22	22	11339	187	-22	22	11339	187	-22	22	11339	187	-22	22	11339	187	-22	22	11339	187	-22	22	11339	187	-22	22	11339
188	-40	40	11379	188	-40	40	11379	188	-40	40	11379	188	-40	40	11379	188	-40	40	11379	188	-40	40	11379	188	-40	40	11379	188	-40	40	11379	188	-40	40	11379	188	-40	40	11379
189	-19	19	11398	189	-19	19	11398	189	-19	19	11398	189	-19	19	11398	189	-19	19	11398	189	-19	19	11398	189	-19	19	11398	189	-19	19	11398	189	-19	19	11398	189	-19	19	11398
190	-24	24	11422	190	-24	24	11422	190	-24	24	11422	190	-24	24	11422	190	-24	24	11422	190	-24	24	11422	190	-24	24	11422	190	-24	24	11422	190	-24	24	11422	190	-24	24	11422
191	-24	24	11446	191	-24	24	11446	191	-24	24	11446	191	-24	24	11446	191	-24	24	11446	191	-24	24	11446	191	-24	24	11446	191	-24	24	11446	191	-24	24	11446	191	-24	24	11446
192	-22	22	11468	192	-22	22	11468	192	-22	22	11468	192	-22	22	11468	192	-22	22	11468	192	-22	22	11468	192	-22	22	11468	192	-22	22	11468	192	-22	22	11468	192	-22	22	11468
193	-42	42	11510	193	-42	42	11510	193	-42	42	11510	193	-42	42	11510	193	-42	42	11510	193	-42	42	11510	193	-42	42	11510	193	-42	42	11510	193	-42	42	11510	193	-42	42	11510
194	-19	19	11529	194	-19	19	11529	194	-19	19	11529	194	-19	19	11529	194	-19	19	11529	194	-19	19	11529	194	-19	19	11529	194	-19	19	11529	194	-19	19	11529	194	-19	19	11529
195	-29	29	11558	195	-29	29	11558	195	-29	29	11558	195	-29	29	11558	195	-29	29	11558	195	-29	29	11558	195	-29	29	11558	195	-29	29	11558	195	-29	29	11558	195	-29	29	11558
196	-26	26	11584	196	-26	26	11584	196	-26	26	11584	196	-26	26	11584	196	-26	26	11584	196	-26	26	11584	196	-26	26	11584	196	-26	26	11584	196	-26	26	11584	196	-26	26	11584
197	-28	28	11612	197	-28	28	11612	197	-28	28	11612	197	-28	28	11612	197	-28	28	11612	197	-28	28	11612	197	-28	28	11612	197	-28	28	11612	197	-28	28	11612	197	-28	28	11612
198	-33	33	11645	198	-33	33	11645	198	-33	33	11645	198	-33	33	11645	198	-33	33	11645	198	-33	33	11645	198	-33	33	11645	198	-33	33	11645	198	-33	33	11645	198	-33	33	11645
199	-25	25	11670	199	-25	25	11670	199	-25	25	11670	199	-25	25	11670	199	-25	25	11670	199	-25	25	11670	199	-25	25	11670	199	-25	25	11670	199	-25	25	11670	199	-25	25	11670
