Episode	Accumulated Reward	Length	Steps
194	-20	20	8633
195	-20	20	8653
196	-19	19	8672
197	-19	19	8691
198	-18	18	8709
199	-17	17	8726
200	-21	21	8747
201	-18	18	8765
202	-22	22	8787
203	-117	18	8805
204	-19	19	8824
205	-20	20	8844
206	-20	20	8864
207	-21	21	8885
208	-25	25	8910
209	-17	17	8927
210	-17	17	8944
211	-18	18	8962
212	-19	19	8981
213	-21	21	9002
214	-17	17	9019
215	-18	18	9037
216	-26	26	9063
217	-18	18	9081
218	-17	17	9098
219	-21	21	9119
220	-17	17	9136
221	-17	17	9153
222	-17	17	9170
223	-21	21	9191
224	-123	24	9215
225	-17	17	9232
226	-17	17	9249
227	-18	18	9267
228	-17	17	9284
229	-17	17	9301
230	-17	17	9318
231	-17	17	9335
232	-19	19	9354
233	-21	21	9375
234	-19	19	9394
235	-21	21	9415
236	-18	18	9433
237	-18	18	9451
238	-19	19	9470
239	-17	17	9487
240	-19	19	9506
241	-18	18	9524
242	-21	21	9545
243	-19	19	9564
244	-122	23	9587
245	-17	17	9604
246	-18	18	9622
247	-19	19	9641
248	-17	17	9658
249	-26	26	9684
250	-21	21	9705
251	-32	32	9737
252	-23	23	9760
253	-19	19	9779
254	-19	19	9798
255	-22	22	9820
256	-17	17	9837
257	-27	27	9864
258	-18	18	9882
259	-18	18	9900
260	-22	22	9922
261	-18	18	9940
262	-20	20	9960
263	-17	17	9977
264	-18	18	9995
265	-17	17	10012
266	-19	19	10031
267	-20	20	10051
268	-19	19	10070
269	-17	17	10087
270	-17	17	10104
271	-17	17	10121
272	-18	18	10139
273	-19	19	10158
274	-18	18	10176
275	-17	17	10193
276	-19	19	10212
277	-19	19	10231
278	-121	22	10253
279	-21	21	10274
280	-17	17	10291
281	-21	21	10312
282	-19	19	10331
283	-17	17	10348
284	-17	17	10365
285	-21	21	10386
286	-21	21	10407
287	-18	18	10425
288	-18	18	10443
289	-19	19	10462
290	-19	19	10481
291	-18	18	10499
292	-17	17	10516
293	-17	17	10533
294	-18	18	10551
295	-17	17	10568
296	-17	17	10585
297	-19	19	10604
298	-22	22	10626
299	-17	17	10643
300	-20	20	10663
301	-19	19	10682
302	-21	21	10703
303	-19	19	10722
304	-18	18	10740
305	-17	17	10757
306	-21	21	10778
307	-18	18	10796
308	-17	17	10813
309	-17	17	10830
310	-24	24	10854
311	-17	17	10871
312	-18	18	10889
313	-17	17	10906
314	-17	17	10923
315	-81	81	11004
316	-19	19	11023
317	-25	25	11048
318	-18	18	11066
319	-23	23	11089
320	-19	19	11108
321	-23	23	11131
322	-17	17	11148
323	-17	17	11165
324	-17	17	11182
325	-25	25	11207
326	-19	19	11226
327	-17	17	11243
328	-21	21	11264
329	-21	21	11285
330	-21	21	11306
331	-17	17	11323
332	-17	17	11340
333	-19	19	11359
334	-17	17	11376
335	-17	17	11393
336	-17	17	11410
337	-21	21	11431
338	-19	19	11450
339	-22	22	11472
340	-19	19	11491
341	-19	19	11510
342	-21	21	11531
343	-17	17	11548
344	-22	22	11570
345	-19	19	11589
346	-21	21	11610
347	-19	19	11629
348	-20	20	11649
349	-17	17	11666
350	-20	20	11686
351	-19	19	11705
352	-19	19	11724
353	-17	17	11741
354	-17	17	11758
355	-17	17	11775
356	-21	21	11796
357	-20	20	11816
358	-23	23	11839
359	-21	21	11860
360	-21	21	11881
361	-21	21	11902
362	-21	21	11923
363	-19	19	11942
364	-23	23	11965
365	-17	17	11982
366	-21	21	12003
367	-18	18	12021
368	-20	20	12041
369	-24	24	12065
370	-19	19	12084
371	-18	18	12102
372	-17	17	12119
373	-31	31	12150
374	-20	20	12170
375	-19	19	12189
376	-19	19	12208
377	-18	18	12226
378	-19	19	12245
379	-17	17	12262
380	-21	21	12283
381	-20	20	12303
382	-20	20	12323
383	-17	17	12340
384	-17	17	12357
385	-22	22	12379
386	-19	19	12398
387	-19	19	12417
388	-18	18	12435
389	-19	19	12454
390	-17	17	12471
391	-18	18	12489
392	-26	26	12515
393	-20	20	12535
394	-19	19	12554
395	-20	20	12574
396	-19	19	12593
397	-22	22	12615
398	-20	20	12635
399	-19	19	12654
400	-18	18	12672
401	-19	19	12691
402	-17	17	12708
403	-17	17	12725
404	-22	22	12747
405	-17	17	12764
406	-17	17	12781
407	-17	17	12798
408	-27	27	12825
409	-19	19	12844
410	-17	17	12861
411	-18	18	12879
412	-22	22	12901
413	-17	17	12918
414	-17	17	12935
415	-19	19	12954
416	-17	17	12971
417	-18	18	12989
418	-17	17	13006
419	-21	21	13027
420	-19	19	13046
421	-21	21	13067
422	-25	25	13092
423	-23	23	13115
424	-20	20	13135
425	-19	19	13154
426	-20	20	13174
427	-20	20	13194
428	-20	20	13214
429	-17	17	13231
430	-19	19	13250
431	-17	17	13267
432	-21	21	13288
433	-17	17	13305
434	-17	17	13322
435	-21	21	13343
436	-17	17	13360
437	-20	20	13380
438	-19	19	13399
439	-19	19	13418
440	-23	23	13441
441	-17	17	13458
442	-18	18	13476
443	-20	20	13496
444	-17	17	13513
445	-18	18	13531
446	-20	20	13551
447	-19	19	13570
448	-19	19	13589
449	-20	20	13609
450	-23	23	13632
451	-19	19	13651
452	-19	19	13670
453	-20	20	13690
454	-19	19	13709
455	-17	17	13726
456	-20	20	13746
457	-18	18	13764
458	-18	18	13782
459	-17	17	13799
460	-23	23	13822
461	-19	19	13841
462	-19	19	13860
463	-18	18	13878
464	-20	20	13898
465	-19	19	13917
466	-22	22	13939
467	-19	19	13958
468	-18	18	13976
469	-17	17	13993
470	-17	17	14010
471	-22	22	14032
472	-17	17	14049
473	-20	20	14069
474	-18	18	14087
475	-22	22	14109
476	-19	19	14128
477	-18	18	14146
478	-23	23	14169
479	-24	24	14193
480	-19	19	14212
481	-117	18	14230
482	-18	18	14248
483	-17	17	14265
484	-19	19	14284
485	-20	20	14304
486	-21	21	14325
487	-20	20	14345
488	-20	20	14365
489	-21	21	14386
490	-19	19	14405
491	-21	21	14426
492	-118	19	14445
493	-19	19	14464
494	-19	19	14483
495	-18	18	14501
496	-17	17	14518
497	-20	20	14538
498	-17	17	14555
499	-19	19	14574
