Episode	Accumulated Reward	Length	Steps
0	-2113	529	529
1	-637	340	869
2	-98	98	967
3	-368	170	1137
4	-772	277	1414
5	-70	70	1484
6	-88	88	1572
7	-32	32	1604
8	-46	46	1650
9	-93	93	1743
10	-77	77	1820
11	-62	62	1882
12	-558	162	2044
13	-29	29	2073
14	-62	62	2135
15	-41	41	2176
16	-78	78	2254
17	-87	87	2341
18	-39	39	2380
19	-66	66	2446
20	-41	41	2487
21	-48	48	2535
22	-72	72	2607
23	-48	48	2655
24	-189	90	2745
25	-52	52	2797
26	-183	84	2881
27	-46	46	2927
28	-50	50	2977
29	-46	46	3023
30	-28	28	3051
31	-65	65	3116
32	-34	34	3150
33	-50	50	3200
34	-35	35	3235
35	-25	25	3260
36	-49	49	3309
37	-132	33	3342
38	-31	31	3373
39	-46	46	3419
40	-30	30	3449
41	-23	23	3472
42	-34	34	3506
43	-49	49	3555
44	-29	29	3584
45	-29	29	3613
46	-37	37	3650
47	-43	43	3693
48	-23	23	3716
49	-21	21	3737
50	-21	21	3758
51	-21	21	3779
52	-32	32	3811
53	-34	34	3845
54	-24	24	3869
55	-27	27	3896
56	-28	28	3924
57	-23	23	3947
58	-156	57	4004
59	-17	17	4021
60	-26	26	4047
61	-29	29	4076
62	-31	31	4107
63	-20	20	4127
64	-25	25	4152
65	-148	49	4201
66	-29	29	4230
67	-27	27	4257
68	-21	21	4278
69	-15	15	4293
70	-133	34	4327
71	-24	24	4351
72	-18	18	4369
73	-19	19	4388
74	-18	18	4406
75	-18	18	4424
76	-123	24	4448
77	-17	17	4465
78	-20	20	4485
79	-19	19	4504
80	-27	27	4531
81	-19	19	4550
82	-22	22	4572
83	-19	19	4591
84	-23	23	4614
85	-19	19	4633
86	-25	25	4658
87	-21	21	4679
88	-17	17	4696
89	-149	50	4746
90	-22	22	4768
91	-23	23	4791
92	-23	23	4814
93	-48	48	4862
94	-20	20	4882
95	-161	62	4944
96	-47	47	4991
97	-45	45	5036
98	-17	17	5053
99	-431	233	5286
100	-92	92	5378
101	-48	48	5426
102	-47	47	5473
103	-49	49	5522
104	-66	66	5588
105	-38	38	5626
106	-26	26	5652
107	-31	31	5683
108	-36	36	5719
109	-33	33	5752
110	-25	25	5777
111	-30	30	5807
112	-31	31	5838
113	-29	29	5867
114	-228	129	5996
115	-27	27	6023
116	-83	83	6106
117	-19	19	6125
118	-155	56	6181
119	-41	41	6222
120	-61	61	6283
121	-169	70	6353
122	-56	56	6409
123	-58	58	6467
124	-29	29	6496
125	-148	49	6545
126	-35	35	6580
127	-96	96	6676
128	-46	46	6722
129	-25	25	6747
130	-33	33	6780
131	-29	29	6809
132	-37	37	6846
133	-36	36	6882
134	-29	29	6911
135	-68	68	6979
136	-24	24	7003
137	-29	29	7032
138	-149	50	7082
139	-23	23	7105
140	-49	49	7154
141	-32	32	7186
142	-25	25	7211
143	-261	63	7274
144	-26	26	7300
145	-39	39	7339
146	-26	26	7365
147	-129	30	7395
148	-36	36	7431
149	-130	31	7462
150	-31	31	7493
151	-134	35	7528
152	-184	85	7613
153	-24	24	7637
154	-22	22	7659
155	-40	40	7699
156	-24	24	7723
157	-29	29	7752
158	-44	44	7796
159	-21	21	7817
160	-139	40	7857
161	-122	23	7880
162	-20	20	7900
163	-19	19	7919
164	-34	34	7953
165	-17	17	7970
166	-20	20	7990
167	-26	26	8016
168	-23	23	8039
169	-128	29	8068
170	-26	26	8094
171	-118	19	8113
172	-19	19	8132
173	-29	29	8161
174	-20	20	8181
175	-20	20	8201
176	-18	18	8219
177	-27	27	8246
178	-18	18	8264
179	-21	21	8285
180	-28	28	8313
181	-22	22	8335
182	-23	23	8358
183	-135	36	8394
184	-22	22	8416
185	-22	22	8438
186	-26	26	8464
187	-21	21	8485
188	-26	26	8511
189	-26	26	8537
190	-19	19	8556
191	-20	20	8576
192	-17	17	8593
193	-20	20	8613
