Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
188	-22	22	3217	188	-22	22	3217	188	-22	22	3217	188	-22	22	3217	188	-22	22	3217	188	-22	22	3217	188	-22	22	3217
189	-22	22	3239	189	-22	22	3239	189	-22	22	3239	189	-22	22	3239	189	-22	22	3239	189	-22	22	3239	189	-22	22	3239
190	-21	21	3260	190	-21	21	3260	190	-21	21	3260	190	-21	21	3260	190	-21	21	3260	190	-21	21	3260	190	-21	21	3260
191	-17	17	3277	191	-17	17	3277	191	-17	17	3277	191	-17	17	3277	191	-17	17	3277	191	-17	17	3277	191	-17	17	3277
192	-16	16	3293	192	-16	16	3293	192	-16	16	3293	192	-16	16	3293	192	-16	16	3293	192	-16	16	3293	192	-16	16	3293
193	-15	15	3308	193	-15	15	3308	193	-15	15	3308	193	-15	15	3308	193	-15	15	3308	193	-15	15	3308	193	-15	15	3308
194	-16	16	3324	194	-16	16	3324	194	-16	16	3324	194	-16	16	3324	194	-16	16	3324	194	-16	16	3324	194	-16	16	3324
195	-15	15	3339	195	-15	15	3339	195	-15	15	3339	195	-15	15	3339	195	-15	15	3339	195	-15	15	3339	195	-15	15	3339
196	-19	19	3358	196	-19	19	3358	196	-19	19	3358	196	-19	19	3358	196	-19	19	3358	196	-19	19	3358	196	-19	19	3358
197	-130	31	3389	197	-130	31	3389	197	-130	31	3389	197	-130	31	3389	197	-130	31	3389	197	-130	31	3389	197	-130	31	3389
198	-15	15	3404	198	-15	15	3404	198	-15	15	3404	198	-15	15	3404	198	-15	15	3404	198	-15	15	3404	198	-15	15	3404
199	-17	17	3421	199	-17	17	3421	199	-17	17	3421	199	-17	17	3421	199	-17	17	3421	199	-17	17	3421	199	-17	17	3421
