Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
137	-18	18	2326	137	-18	18	2326	137	-18	18	2326	137	-18	18	2326	137	-18	18	2326	137	-18	18	2326	137	-18	18	2326	137	-18	18	2326	137	-18	18	2326	137	-18	18	2326
138	-17	17	2343	138	-17	17	2343	138	-17	17	2343	138	-17	17	2343	138	-17	17	2343	138	-17	17	2343	138	-17	17	2343	138	-17	17	2343	138	-17	17	2343	138	-17	17	2343
139	-17	17	2360	139	-17	17	2360	139	-17	17	2360	139	-17	17	2360	139	-17	17	2360	139	-17	17	2360	139	-17	17	2360	139	-17	17	2360	139	-17	17	2360	139	-17	17	2360
140	-15	15	2375	140	-15	15	2375	140	-15	15	2375	140	-15	15	2375	140	-15	15	2375	140	-15	15	2375	140	-15	15	2375	140	-15	15	2375	140	-15	15	2375	140	-15	15	2375
141	-17	17	2392	141	-17	17	2392	141	-17	17	2392	141	-17	17	2392	141	-17	17	2392	141	-17	17	2392	141	-17	17	2392	141	-17	17	2392	141	-17	17	2392	141	-17	17	2392
142	-17	17	2409	142	-17	17	2409	142	-17	17	2409	142	-17	17	2409	142	-17	17	2409	142	-17	17	2409	142	-17	17	2409	142	-17	17	2409	142	-17	17	2409	142	-17	17	2409
143	-15	15	2424	143	-15	15	2424	143	-15	15	2424	143	-15	15	2424	143	-15	15	2424	143	-15	15	2424	143	-15	15	2424	143	-15	15	2424	143	-15	15	2424	143	-15	15	2424
144	-17	17	2441	144	-17	17	2441	144	-17	17	2441	144	-17	17	2441	144	-17	17	2441	144	-17	17	2441	144	-17	17	2441	144	-17	17	2441	144	-17	17	2441	144	-17	17	2441
145	-16	16	2457	145	-16	16	2457	145	-16	16	2457	145	-16	16	2457	145	-16	16	2457	145	-16	16	2457	145	-16	16	2457	145	-16	16	2457	145	-16	16	2457	145	-16	16	2457
146	-17	17	2474	146	-17	17	2474	146	-17	17	2474	146	-17	17	2474	146	-17	17	2474	146	-17	17	2474	146	-17	17	2474	146	-17	17	2474	146	-17	17	2474	146	-17	17	2474
147	-16	16	2490	147	-16	16	2490	147	-16	16	2490	147	-16	16	2490	147	-16	16	2490	147	-16	16	2490	147	-16	16	2490	147	-16	16	2490	147	-16	16	2490	147	-16	16	2490
148	-17	17	2507	148	-17	17	2507	148	-17	17	2507	148	-17	17	2507	148	-17	17	2507	148	-17	17	2507	148	-17	17	2507	148	-17	17	2507	148	-17	17	2507	148	-17	17	2507
149	-17	17	2524	149	-17	17	2524	149	-17	17	2524	149	-17	17	2524	149	-17	17	2524	149	-17	17	2524	149	-17	17	2524	149	-17	17	2524	149	-17	17	2524	149	-17	17	2524
150	-17	17	2541	150	-17	17	2541	150	-17	17	2541	150	-17	17	2541	150	-17	17	2541	150	-17	17	2541	150	-17	17	2541	150	-17	17	2541	150	-17	17	2541	150	-17	17	2541
151	-15	15	2556	151	-15	15	2556	151	-15	15	2556	151	-15	15	2556	151	-15	15	2556	151	-15	15	2556	151	-15	15	2556	151	-15	15	2556	151	-15	15	2556	151	-15	15	2556
152	-15	15	2571	152	-15	15	2571	152	-15	15	2571	152	-15	15	2571	152	-15	15	2571	152	-15	15	2571	152	-15	15	2571	152	-15	15	2571	152	-15	15	2571	152	-15	15	2571
153	-15	15	2586	153	-15	15	2586	153	-15	15	2586	153	-15	15	2586	153	-15	15	2586	153	-15	15	2586	153	-15	15	2586	153	-15	15	2586	153	-15	15	2586	153	-15	15	2586
154	-15	15	2601	154	-15	15	2601	154	-15	15	2601	154	-15	15	2601	154	-15	15	2601	154	-15	15	2601	154	-15	15	2601	154	-15	15	2601	154	-15	15	2601	154	-15	15	2601
155	-15	15	2616	155	-15	15	2616	155	-15	15	2616	155	-15	15	2616	155	-15	15	2616	155	-15	15	2616	155	-15	15	2616	155	-15	15	2616	155	-15	15	2616	155	-15	15	2616
156	-17	17	2633	156	-17	17	2633	156	-17	17	2633	156	-17	17	2633	156	-17	17	2633	156	-17	17	2633	156	-17	17	2633	156	-17	17	2633	156	-17	17	2633	156	-17	17	2633
157	-19	19	2652	157	-19	19	2652	157	-19	19	2652	157	-19	19	2652	157	-19	19	2652	157	-19	19	2652	157	-19	19	2652	157	-19	19	2652	157	-19	19	2652	157	-19	19	2652
158	-21	21	2673	158	-21	21	2673	158	-21	21	2673	158	-21	21	2673	158	-21	21	2673	158	-21	21	2673	158	-21	21	2673	158	-21	21	2673	158	-21	21	2673	158	-21	21	2673
159	-19	19	2692	159	-19	19	2692	159	-19	19	2692	159	-19	19	2692	159	-19	19	2692	159	-19	19	2692	159	-19	19	2692	159	-19	19	2692	159	-19	19	2692	159	-19	19	2692
160	-132	33	2725	160	-132	33	2725	160	-132	33	2725	160	-132	33	2725	160	-132	33	2725	160	-132	33	2725	160	-132	33	2725	160	-132	33	2725	160	-132	33	2725	160	-132	33	2725
161	-15	15	2740	161	-15	15	2740	161	-15	15	2740	161	-15	15	2740	161	-15	15	2740	161	-15	15	2740	161	-15	15	2740	161	-15	15	2740	161	-15	15	2740	161	-15	15	2740
162	-15	15	2755	162	-15	15	2755	162	-15	15	2755	162	-15	15	2755	162	-15	15	2755	162	-15	15	2755	162	-15	15	2755	162	-15	15	2755	162	-15	15	2755	162	-15	15	2755
163	-19	19	2774	163	-19	19	2774	163	-19	19	2774	163	-19	19	2774	163	-19	19	2774	163	-19	19	2774	163	-19	19	2774	163	-19	19	2774	163	-19	19	2774	163	-19	19	2774
164	-17	17	2791	164	-17	17	2791	164	-17	17	2791	164	-17	17	2791	164	-17	17	2791	164	-17	17	2791	164	-17	17	2791	164	-17	17	2791	164	-17	17	2791	164	-17	17	2791
165	-15	15	2806	165	-15	15	2806	165	-15	15	2806	165	-15	15	2806	165	-15	15	2806	165	-15	15	2806	165	-15	15	2806	165	-15	15	2806	165	-15	15	2806	165	-15	15	2806
166	-17	17	2823	166	-17	17	2823	166	-17	17	2823	166	-17	17	2823	166	-17	17	2823	166	-17	17	2823	166	-17	17	2823	166	-17	17	2823	166	-17	17	2823	166	-17	17	2823
167	-17	17	2840	167	-17	17	2840	167	-17	17	2840	167	-17	17	2840	167	-17	17	2840	167	-17	17	2840	167	-17	17	2840	167	-17	17	2840	167	-17	17	2840	167	-17	17	2840
168	-15	15	2855	168	-15	15	2855	168	-15	15	2855	168	-15	15	2855	168	-15	15	2855	168	-15	15	2855	168	-15	15	2855	168	-15	15	2855	168	-15	15	2855	168	-15	15	2855
169	-17	17	2872	169	-17	17	2872	169	-17	17	2872	169	-17	17	2872	169	-17	17	2872	169	-17	17	2872	169	-17	17	2872	169	-17	17	2872	169	-17	17	2872	169	-17	17	2872
170	-15	15	2887	170	-15	15	2887	170	-15	15	2887	170	-15	15	2887	170	-15	15	2887	170	-15	15	2887	170	-15	15	2887	170	-15	15	2887	170	-15	15	2887	170	-15	15	2887
171	-17	17	2904	171	-17	17	2904	171	-17	17	2904	171	-17	17	2904	171	-17	17	2904	171	-17	17	2904	171	-17	17	2904	171	-17	17	2904	171	-17	17	2904	171	-17	17	2904
172	-15	15	2919	172	-15	15	2919	172	-15	15	2919	172	-15	15	2919	172	-15	15	2919	172	-15	15	2919	172	-15	15	2919	172	-15	15	2919	172	-15	15	2919	172	-15	15	2919
173	-15	15	2934	173	-15	15	2934	173	-15	15	2934	173	-15	15	2934	173	-15	15	2934	173	-15	15	2934	173	-15	15	2934	173	-15	15	2934	173	-15	15	2934	173	-15	15	2934
174	-15	15	2949	174	-15	15	2949	174	-15	15	2949	174	-15	15	2949	174	-15	15	2949	174	-15	15	2949	174	-15	15	2949	174	-15	15	2949	174	-15	15	2949	174	-15	15	2949
175	-16	16	2965	175	-16	16	2965	175	-16	16	2965	175	-16	16	2965	175	-16	16	2965	175	-16	16	2965	175	-16	16	2965	175	-16	16	2965	175	-16	16	2965	175	-16	16	2965
176	-17	17	2982	176	-17	17	2982	176	-17	17	2982	176	-17	17	2982	176	-17	17	2982	176	-17	17	2982	176	-17	17	2982	176	-17	17	2982	176	-17	17	2982	176	-17	17	2982
177	-17	17	2999	177	-17	17	2999	177	-17	17	2999	177	-17	17	2999	177	-17	17	2999	177	-17	17	2999	177	-17	17	2999	177	-17	17	2999	177	-17	17	2999	177	-17	17	2999
178	-19	19	3018	178	-19	19	3018	178	-19	19	3018	178	-19	19	3018	178	-19	19	3018	178	-19	19	3018	178	-19	19	3018	178	-19	19	3018	178	-19	19	3018	178	-19	19	3018
179	-15	15	3033	179	-15	15	3033	179	-15	15	3033	179	-15	15	3033	179	-15	15	3033	179	-15	15	3033	179	-15	15	3033	179	-15	15	3033	179	-15	15	3033	179	-15	15	3033
180	-19	19	3052	180	-19	19	3052	180	-19	19	3052	180	-19	19	3052	180	-19	19	3052	180	-19	19	3052	180	-19	19	3052	180	-19	19	3052	180	-19	19	3052	180	-19	19	3052
181	-19	19	3071	181	-19	19	3071	181	-19	19	3071	181	-19	19	3071	181	-19	19	3071	181	-19	19	3071	181	-19	19	3071	181	-19	19	3071	181	-19	19	3071	181	-19	19	3071
182	-19	19	3090	182	-19	19	3090	182	-19	19	3090	182	-19	19	3090	182	-19	19	3090	182	-19	19	3090	182	-19	19	3090	182	-19	19	3090	182	-19	19	3090	182	-19	19	3090
183	-15	15	3105	183	-15	15	3105	183	-15	15	3105	183	-15	15	3105	183	-15	15	3105	183	-15	15	3105	183	-15	15	3105	183	-15	15	3105	183	-15	15	3105	183	-15	15	3105
184	-21	21	3126	184	-21	21	3126	184	-21	21	3126	184	-21	21	3126	184	-21	21	3126	184	-21	21	3126	184	-21	21	3126	184	-21	21	3126	184	-21	21	3126	184	-21	21	3126
185	-17	17	3143	185	-17	17	3143	185	-17	17	3143	185	-17	17	3143	185	-17	17	3143	185	-17	17	3143	185	-17	17	3143	185	-17	17	3143	185	-17	17	3143	185	-17	17	3143
186	-19	19	3162	186	-19	19	3162	186	-19	19	3162	186	-19	19	3162	186	-19	19	3162	186	-19	19	3162	186	-19	19	3162	186	-19	19	3162	186	-19	19	3162	186	-19	19	3162
187	-16	16	3178	187	-16	16	3178	187	-16	16	3178	187	-16	16	3178	187	-16	16	3178	187	-16	16	3178	187	-16	16	3178	187	-16	16	3178	187	-16	16	3178	187	-16	16	3178
188	-15	15	3193	188	-15	15	3193	188	-15	15	3193	188	-15	15	3193	188	-15	15	3193	188	-15	15	3193	188	-15	15	3193	188	-15	15	3193	188	-15	15	3193	188	-15	15	3193
189	-15	15	3208	189	-15	15	3208	189	-15	15	3208	189	-15	15	3208	189	-15	15	3208	189	-15	15	3208	189	-15	15	3208	189	-15	15	3208	189	-15	15	3208	189	-15	15	3208
190	-21	21	3229	190	-21	21	3229	190	-21	21	3229	190	-21	21	3229	190	-21	21	3229	190	-21	21	3229	190	-21	21	3229	190	-21	21	3229	190	-21	21	3229	190	-21	21	3229
191	-18	18	3247	191	-18	18	3247	191	-18	18	3247	191	-18	18	3247	191	-18	18	3247	191	-18	18	3247	191	-18	18	3247	191	-18	18	3247	191	-18	18	3247	191	-18	18	3247
192	-15	15	3262	192	-15	15	3262	192	-15	15	3262	192	-15	15	3262	192	-15	15	3262	192	-15	15	3262	192	-15	15	3262	192	-15	15	3262	192	-15	15	3262	192	-15	15	3262
193	-15	15	3277	193	-15	15	3277	193	-15	15	3277	193	-15	15	3277	193	-15	15	3277	193	-15	15	3277	193	-15	15	3277	193	-15	15	3277	193	-15	15	3277	193	-15	15	3277
194	-23	23	3300	194	-23	23	3300	194	-23	23	3300	194	-23	23	3300	194	-23	23	3300	194	-23	23	3300	194	-23	23	3300	194	-23	23	3300	194	-23	23	3300	194	-23	23	3300
195	-15	15	3315	195	-15	15	3315	195	-15	15	3315	195	-15	15	3315	195	-15	15	3315	195	-15	15	3315	195	-15	15	3315	195	-15	15	3315	195	-15	15	3315	195	-15	15	3315
196	-18	18	3333	196	-18	18	3333	196	-18	18	3333	196	-18	18	3333	196	-18	18	3333	196	-18	18	3333	196	-18	18	3333	196	-18	18	3333	196	-18	18	3333	196	-18	18	3333
197	-17	17	3350	197	-17	17	3350	197	-17	17	3350	197	-17	17	3350	197	-17	17	3350	197	-17	17	3350	197	-17	17	3350	197	-17	17	3350	197	-17	17	3350	197	-17	17	3350
198	-17	17	3367	198	-17	17	3367	198	-17	17	3367	198	-17	17	3367	198	-17	17	3367	198	-17	17	3367	198	-17	17	3367	198	-17	17	3367	198	-17	17	3367	198	-17	17	3367
199	-15	15	3382	199	-15	15	3382	199	-15	15	3382	199	-15	15	3382	199	-15	15	3382	199	-15	15	3382	199	-15	15	3382	199	-15	15	3382	199	-15	15	3382	199	-15	15	3382
