Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
149	-19	19	2607	149	-19	19	2607	149	-19	19	2607	149	-19	19	2607	149	-19	19	2607	149	-19	19	2607	149	-19	19	2607	149	-19	19	2607	149	-19	19	2607
150	-23	23	2630	150	-23	23	2630	150	-23	23	2630	150	-23	23	2630	150	-23	23	2630	150	-23	23	2630	150	-23	23	2630	150	-23	23	2630	150	-23	23	2630
151	-18	18	2648	151	-18	18	2648	151	-18	18	2648	151	-18	18	2648	151	-18	18	2648	151	-18	18	2648	151	-18	18	2648	151	-18	18	2648	151	-18	18	2648
152	-17	17	2665	152	-17	17	2665	152	-17	17	2665	152	-17	17	2665	152	-17	17	2665	152	-17	17	2665	152	-17	17	2665	152	-17	17	2665	152	-17	17	2665
153	-17	17	2682	153	-17	17	2682	153	-17	17	2682	153	-17	17	2682	153	-17	17	2682	153	-17	17	2682	153	-17	17	2682	153	-17	17	2682	153	-17	17	2682
154	-21	21	2703	154	-21	21	2703	154	-21	21	2703	154	-21	21	2703	154	-21	21	2703	154	-21	21	2703	154	-21	21	2703	154	-21	21	2703	154	-21	21	2703
155	-16	16	2719	155	-16	16	2719	155	-16	16	2719	155	-16	16	2719	155	-16	16	2719	155	-16	16	2719	155	-16	16	2719	155	-16	16	2719	155	-16	16	2719
156	-17	17	2736	156	-17	17	2736	156	-17	17	2736	156	-17	17	2736	156	-17	17	2736	156	-17	17	2736	156	-17	17	2736	156	-17	17	2736	156	-17	17	2736
157	-19	19	2755	157	-19	19	2755	157	-19	19	2755	157	-19	19	2755	157	-19	19	2755	157	-19	19	2755	157	-19	19	2755	157	-19	19	2755	157	-19	19	2755
158	-17	17	2772	158	-17	17	2772	158	-17	17	2772	158	-17	17	2772	158	-17	17	2772	158	-17	17	2772	158	-17	17	2772	158	-17	17	2772	158	-17	17	2772
159	-15	15	2787	159	-15	15	2787	159	-15	15	2787	159	-15	15	2787	159	-15	15	2787	159	-15	15	2787	159	-15	15	2787	159	-15	15	2787	159	-15	15	2787
160	-17	17	2804	160	-17	17	2804	160	-17	17	2804	160	-17	17	2804	160	-17	17	2804	160	-17	17	2804	160	-17	17	2804	160	-17	17	2804	160	-17	17	2804
161	-20	20	2824	161	-20	20	2824	161	-20	20	2824	161	-20	20	2824	161	-20	20	2824	161	-20	20	2824	161	-20	20	2824	161	-20	20	2824	161	-20	20	2824
162	-15	15	2839	162	-15	15	2839	162	-15	15	2839	162	-15	15	2839	162	-15	15	2839	162	-15	15	2839	162	-15	15	2839	162	-15	15	2839	162	-15	15	2839
163	-19	19	2858	163	-19	19	2858	163	-19	19	2858	163	-19	19	2858	163	-19	19	2858	163	-19	19	2858	163	-19	19	2858	163	-19	19	2858	163	-19	19	2858
164	-23	23	2881	164	-23	23	2881	164	-23	23	2881	164	-23	23	2881	164	-23	23	2881	164	-23	23	2881	164	-23	23	2881	164	-23	23	2881	164	-23	23	2881
165	-19	19	2900	165	-19	19	2900	165	-19	19	2900	165	-19	19	2900	165	-19	19	2900	165	-19	19	2900	165	-19	19	2900	165	-19	19	2900	165	-19	19	2900
166	-17	17	2917	166	-17	17	2917	166	-17	17	2917	166	-17	17	2917	166	-17	17	2917	166	-17	17	2917	166	-17	17	2917	166	-17	17	2917	166	-17	17	2917
167	-15	15	2932	167	-15	15	2932	167	-15	15	2932	167	-15	15	2932	167	-15	15	2932	167	-15	15	2932	167	-15	15	2932	167	-15	15	2932	167	-15	15	2932
168	-18	18	2950	168	-18	18	2950	168	-18	18	2950	168	-18	18	2950	168	-18	18	2950	168	-18	18	2950	168	-18	18	2950	168	-18	18	2950	168	-18	18	2950
169	-15	15	2965	169	-15	15	2965	169	-15	15	2965	169	-15	15	2965	169	-15	15	2965	169	-15	15	2965	169	-15	15	2965	169	-15	15	2965	169	-15	15	2965
170	-15	15	2980	170	-15	15	2980	170	-15	15	2980	170	-15	15	2980	170	-15	15	2980	170	-15	15	2980	170	-15	15	2980	170	-15	15	2980	170	-15	15	2980
171	-15	15	2995	171	-15	15	2995	171	-15	15	2995	171	-15	15	2995	171	-15	15	2995	171	-15	15	2995	171	-15	15	2995	171	-15	15	2995	171	-15	15	2995
172	-19	19	3014	172	-19	19	3014	172	-19	19	3014	172	-19	19	3014	172	-19	19	3014	172	-19	19	3014	172	-19	19	3014	172	-19	19	3014	172	-19	19	3014
173	-20	20	3034	173	-20	20	3034	173	-20	20	3034	173	-20	20	3034	173	-20	20	3034	173	-20	20	3034	173	-20	20	3034	173	-20	20	3034	173	-20	20	3034
174	-17	17	3051	174	-17	17	3051	174	-17	17	3051	174	-17	17	3051	174	-17	17	3051	174	-17	17	3051	174	-17	17	3051	174	-17	17	3051	174	-17	17	3051
175	-17	17	3068	175	-17	17	3068	175	-17	17	3068	175	-17	17	3068	175	-17	17	3068	175	-17	17	3068	175	-17	17	3068	175	-17	17	3068	175	-17	17	3068
176	-18	18	3086	176	-18	18	3086	176	-18	18	3086	176	-18	18	3086	176	-18	18	3086	176	-18	18	3086	176	-18	18	3086	176	-18	18	3086	176	-18	18	3086
177	-19	19	3105	177	-19	19	3105	177	-19	19	3105	177	-19	19	3105	177	-19	19	3105	177	-19	19	3105	177	-19	19	3105	177	-19	19	3105	177	-19	19	3105
178	-17	17	3122	178	-17	17	3122	178	-17	17	3122	178	-17	17	3122	178	-17	17	3122	178	-17	17	3122	178	-17	17	3122	178	-17	17	3122	178	-17	17	3122
179	-15	15	3137	179	-15	15	3137	179	-15	15	3137	179	-15	15	3137	179	-15	15	3137	179	-15	15	3137	179	-15	15	3137	179	-15	15	3137	179	-15	15	3137
180	-19	19	3156	180	-19	19	3156	180	-19	19	3156	180	-19	19	3156	180	-19	19	3156	180	-19	19	3156	180	-19	19	3156	180	-19	19	3156	180	-19	19	3156
181	-16	16	3172	181	-16	16	3172	181	-16	16	3172	181	-16	16	3172	181	-16	16	3172	181	-16	16	3172	181	-16	16	3172	181	-16	16	3172	181	-16	16	3172
182	-19	19	3191	182	-19	19	3191	182	-19	19	3191	182	-19	19	3191	182	-19	19	3191	182	-19	19	3191	182	-19	19	3191	182	-19	19	3191	182	-19	19	3191
183	-15	15	3206	183	-15	15	3206	183	-15	15	3206	183	-15	15	3206	183	-15	15	3206	183	-15	15	3206	183	-15	15	3206	183	-15	15	3206	183	-15	15	3206
184	-17	17	3223	184	-17	17	3223	184	-17	17	3223	184	-17	17	3223	184	-17	17	3223	184	-17	17	3223	184	-17	17	3223	184	-17	17	3223	184	-17	17	3223
185	-17	17	3240	185	-17	17	3240	185	-17	17	3240	185	-17	17	3240	185	-17	17	3240	185	-17	17	3240	185	-17	17	3240	185	-17	17	3240	185	-17	17	3240
186	-17	17	3257	186	-17	17	3257	186	-17	17	3257	186	-17	17	3257	186	-17	17	3257	186	-17	17	3257	186	-17	17	3257	186	-17	17	3257	186	-17	17	3257
187	-22	22	3279	187	-22	22	3279	187	-22	22	3279	187	-22	22	3279	187	-22	22	3279	187	-22	22	3279	187	-22	22	3279	187	-22	22	3279	187	-22	22	3279
188	-119	20	3299	188	-119	20	3299	188	-119	20	3299	188	-119	20	3299	188	-119	20	3299	188	-119	20	3299	188	-119	20	3299	188	-119	20	3299	188	-119	20	3299
189	-21	21	3320	189	-21	21	3320	189	-21	21	3320	189	-21	21	3320	189	-21	21	3320	189	-21	21	3320	189	-21	21	3320	189	-21	21	3320	189	-21	21	3320
190	-15	15	3335	190	-15	15	3335	190	-15	15	3335	190	-15	15	3335	190	-15	15	3335	190	-15	15	3335	190	-15	15	3335	190	-15	15	3335	190	-15	15	3335
191	-19	19	3354	191	-19	19	3354	191	-19	19	3354	191	-19	19	3354	191	-19	19	3354	191	-19	19	3354	191	-19	19	3354	191	-19	19	3354	191	-19	19	3354
192	-16	16	3370	192	-16	16	3370	192	-16	16	3370	192	-16	16	3370	192	-16	16	3370	192	-16	16	3370	192	-16	16	3370	192	-16	16	3370	192	-16	16	3370
193	-15	15	3385	193	-15	15	3385	193	-15	15	3385	193	-15	15	3385	193	-15	15	3385	193	-15	15	3385	193	-15	15	3385	193	-15	15	3385	193	-15	15	3385
194	-15	15	3400	194	-15	15	3400	194	-15	15	3400	194	-15	15	3400	194	-15	15	3400	194	-15	15	3400	194	-15	15	3400	194	-15	15	3400	194	-15	15	3400
195	-18	18	3418	195	-18	18	3418	195	-18	18	3418	195	-18	18	3418	195	-18	18	3418	195	-18	18	3418	195	-18	18	3418	195	-18	18	3418	195	-18	18	3418
196	-16	16	3434	196	-16	16	3434	196	-16	16	3434	196	-16	16	3434	196	-16	16	3434	196	-16	16	3434	196	-16	16	3434	196	-16	16	3434	196	-16	16	3434
197	-15	15	3449	197	-15	15	3449	197	-15	15	3449	197	-15	15	3449	197	-15	15	3449	197	-15	15	3449	197	-15	15	3449	197	-15	15	3449	197	-15	15	3449
198	-15	15	3464	198	-15	15	3464	198	-15	15	3464	198	-15	15	3464	198	-15	15	3464	198	-15	15	3464	198	-15	15	3464	198	-15	15	3464	198	-15	15	3464
199	-16	16	3480	199	-16	16	3480	199	-16	16	3480	199	-16	16	3480	199	-16	16	3480	199	-16	16	3480	199	-16	16	3480	199	-16	16	3480	199	-16	16	3480
