Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568	115	-17	17	5568
116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583	116	-15	15	5583
117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601	117	-117	18	5601
118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616	118	-15	15	5616
119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633	119	-17	17	5633
120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650	120	-17	17	5650
121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681	121	-31	31	5681
122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701	122	-20	20	5701
123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723	123	-121	22	5723
124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738	124	-15	15	5738
125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757	125	-19	19	5757
126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777	126	-20	20	5777
127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794	127	-17	17	5794
128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809	128	-15	15	5809
129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829	129	-20	20	5829
130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844	130	-15	15	5844
131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861	131	-17	17	5861
132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876	132	-15	15	5876
133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894	133	-18	18	5894
134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913	134	-19	19	5913
135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932	135	-19	19	5932
136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956	136	-24	24	5956
137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977	137	-21	21	5977
138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008	138	-130	31	6008
139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039	139	-31	31	6039
140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060	140	-21	21	6060
141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089	141	-29	29	6089
142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114	142	-25	25	6114
143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139	143	-25	25	6139
144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162	144	-23	23	6162
145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187	145	-25	25	6187
146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204	146	-17	17	6204
147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221	147	-17	17	6221
148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239	148	-18	18	6239
149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258	149	-19	19	6258
150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275	150	-17	17	6275
151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292	151	-17	17	6292
152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307	152	-15	15	6307
153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322	153	-15	15	6322
154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337	154	-15	15	6337
155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355	155	-18	18	6355
156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372	156	-17	17	6372
157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390	157	-18	18	6390
158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405	158	-15	15	6405
159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420	159	-15	15	6420
160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437	160	-17	17	6437
161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454	161	-17	17	6454
162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471	162	-17	17	6471
163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487	163	-16	16	6487
164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505	164	-18	18	6505
165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520	165	-15	15	6520
166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537	166	-17	17	6537
167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552	167	-15	15	6552
168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572	168	-20	20	6572
169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587	169	-15	15	6587
170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606	170	-19	19	6606
171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628	171	-22	22	6628
172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643	172	-15	15	6643
173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658	173	-15	15	6658
174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673	174	-15	15	6673
175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692	175	-19	19	6692
176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709	176	-17	17	6709
177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732	177	-23	23	6732
178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748	178	-16	16	6748
179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764	179	-16	16	6764
180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782	180	-117	18	6782
181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797	181	-15	15	6797
182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814	182	-17	17	6814
183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833	183	-19	19	6833
184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848	184	-15	15	6848
185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865	185	-17	17	6865
186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884	186	-19	19	6884
187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901	187	-17	17	6901
188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916	188	-15	15	6916
189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937	189	-21	21	6937
190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952	190	-15	15	6952
191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967	191	-15	15	6967
192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983	192	-16	16	6983
193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000	193	-17	17	7000
194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017	194	-17	17	7017
195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032	195	-15	15	7032
196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048	196	-16	16	7048
197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067	197	-19	19	7067
198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084	198	-17	17	7084
199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101	199	-17	17	7101
200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121	200	-20	20	7121
201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138	201	-17	17	7138
202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153	202	-15	15	7153
203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172	203	-19	19	7172
204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203	204	-31	31	7203
205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222	205	-19	19	7222
206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241	206	-19	19	7241
207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256	207	-15	15	7256
208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274	208	-18	18	7274
209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290	209	-16	16	7290
210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308	210	-18	18	7308
211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325	211	-17	17	7325
212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342	212	-17	17	7342
213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359	213	-17	17	7359
214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377	214	-117	18	7377
215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396	215	-19	19	7396
216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417	216	-21	21	7417
217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441	217	-123	24	7441
218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456	218	-15	15	7456
219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472	219	-16	16	7472
220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489	220	-17	17	7489
221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506	221	-17	17	7506
222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521	222	-15	15	7521
223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539	223	-117	18	7539
224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554	224	-15	15	7554
225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571	225	-17	17	7571
226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586	226	-15	15	7586
227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602	227	-115	16	7602
228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620	228	-18	18	7620
229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638	229	-18	18	7638
230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657	230	-19	19	7657
231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675	231	-18	18	7675
232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690	232	-15	15	7690
233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707	233	-17	17	7707
234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723	234	-16	16	7723
235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738	235	-15	15	7738
236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753	236	-15	15	7753
237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773	237	-20	20	7773
238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790	238	-17	17	7790
239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806	239	-16	16	7806
