Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
223	-25	25	14494	223	-25	25	14494	223	-25	25	14494	223	-25	25	14494	223	-25	25	14494	223	-25	25	14494
224	-28	28	14522	224	-28	28	14522	224	-28	28	14522	224	-28	28	14522	224	-28	28	14522	224	-28	28	14522
225	-36	36	14558	225	-36	36	14558	225	-36	36	14558	225	-36	36	14558	225	-36	36	14558	225	-36	36	14558
226	-42	42	14600	226	-42	42	14600	226	-42	42	14600	226	-42	42	14600	226	-42	42	14600	226	-42	42	14600
227	-50	50	14650	227	-50	50	14650	227	-50	50	14650	227	-50	50	14650	227	-50	50	14650	227	-50	50	14650
228	-68	68	14718	228	-68	68	14718	228	-68	68	14718	228	-68	68	14718	228	-68	68	14718	228	-68	68	14718
229	-32	32	14750	229	-32	32	14750	229	-32	32	14750	229	-32	32	14750	229	-32	32	14750	229	-32	32	14750
230	-32	32	14782	230	-32	32	14782	230	-32	32	14782	230	-32	32	14782	230	-32	32	14782	230	-32	32	14782
231	-28	28	14810	231	-28	28	14810	231	-28	28	14810	231	-28	28	14810	231	-28	28	14810	231	-28	28	14810
232	-142	43	14853	232	-142	43	14853	232	-142	43	14853	232	-142	43	14853	232	-142	43	14853	232	-142	43	14853
233	-26	26	14879	233	-26	26	14879	233	-26	26	14879	233	-26	26	14879	233	-26	26	14879	233	-26	26	14879
234	-35	35	14914	234	-35	35	14914	234	-35	35	14914	234	-35	35	14914	234	-35	35	14914	234	-35	35	14914
235	-36	36	14950	235	-36	36	14950	235	-36	36	14950	235	-36	36	14950	235	-36	36	14950	235	-36	36	14950
236	-40	40	14990	236	-40	40	14990	236	-40	40	14990	236	-40	40	14990	236	-40	40	14990	236	-40	40	14990
237	-35	35	15025	237	-35	35	15025	237	-35	35	15025	237	-35	35	15025	237	-35	35	15025	237	-35	35	15025
238	-51	51	15076	238	-51	51	15076	238	-51	51	15076	238	-51	51	15076	238	-51	51	15076	238	-51	51	15076
239	-33	33	15109	239	-33	33	15109	239	-33	33	15109	239	-33	33	15109	239	-33	33	15109	239	-33	33	15109
240	-27	27	15136	240	-27	27	15136	240	-27	27	15136	240	-27	27	15136	240	-27	27	15136	240	-27	27	15136
241	-29	29	15165	241	-29	29	15165	241	-29	29	15165	241	-29	29	15165	241	-29	29	15165	241	-29	29	15165
242	-48	48	15213	242	-48	48	15213	242	-48	48	15213	242	-48	48	15213	242	-48	48	15213	242	-48	48	15213
243	-34	34	15247	243	-34	34	15247	243	-34	34	15247	243	-34	34	15247	243	-34	34	15247	243	-34	34	15247
244	-60	60	15307	244	-60	60	15307	244	-60	60	15307	244	-60	60	15307	244	-60	60	15307	244	-60	60	15307
245	-45	45	15352	245	-45	45	15352	245	-45	45	15352	245	-45	45	15352	245	-45	45	15352	245	-45	45	15352
246	-56	56	15408	246	-56	56	15408	246	-56	56	15408	246	-56	56	15408	246	-56	56	15408	246	-56	56	15408
247	-145	46	15454	247	-145	46	15454	247	-145	46	15454	247	-145	46	15454	247	-145	46	15454	247	-145	46	15454
248	-39	39	15493	248	-39	39	15493	248	-39	39	15493	248	-39	39	15493	248	-39	39	15493	248	-39	39	15493
249	-41	41	15534	249	-41	41	15534	249	-41	41	15534	249	-41	41	15534	249	-41	41	15534	249	-41	41	15534
250	-44	44	15578	250	-44	44	15578	250	-44	44	15578	250	-44	44	15578	250	-44	44	15578	250	-44	44	15578
251	-40	40	15618	251	-40	40	15618	251	-40	40	15618	251	-40	40	15618	251	-40	40	15618	251	-40	40	15618
252	-47	47	15665	252	-47	47	15665	252	-47	47	15665	252	-47	47	15665	252	-47	47	15665	252	-47	47	15665
253	-28	28	15693	253	-28	28	15693	253	-28	28	15693	253	-28	28	15693	253	-28	28	15693	253	-28	28	15693
254	-169	70	15763	254	-169	70	15763	254	-169	70	15763	254	-169	70	15763	254	-169	70	15763	254	-169	70	15763
255	-37	37	15800	255	-37	37	15800	255	-37	37	15800	255	-37	37	15800	255	-37	37	15800	255	-37	37	15800
256	-33	33	15833	256	-33	33	15833	256	-33	33	15833	256	-33	33	15833	256	-33	33	15833	256	-33	33	15833
257	-46	46	15879	257	-46	46	15879	257	-46	46	15879	257	-46	46	15879	257	-46	46	15879	257	-46	46	15879
258	-42	42	15921	258	-42	42	15921	258	-42	42	15921	258	-42	42	15921	258	-42	42	15921	258	-42	42	15921
259	-24	24	15945	259	-24	24	15945	259	-24	24	15945	259	-24	24	15945	259	-24	24	15945	259	-24	24	15945
260	-46	46	15991	260	-46	46	15991	260	-46	46	15991	260	-46	46	15991	260	-46	46	15991	260	-46	46	15991
261	-114	114	16105	261	-114	114	16105	261	-114	114	16105	261	-114	114	16105	261	-114	114	16105	261	-114	114	16105
262	-55	55	16160	262	-55	55	16160	262	-55	55	16160	262	-55	55	16160	262	-55	55	16160	262	-55	55	16160
263	-44	44	16204	263	-44	44	16204	263	-44	44	16204	263	-44	44	16204	263	-44	44	16204	263	-44	44	16204
264	-52	52	16256	264	-52	52	16256	264	-52	52	16256	264	-52	52	16256	264	-52	52	16256	264	-52	52	16256
265	-40	40	16296	265	-40	40	16296	265	-40	40	16296	265	-40	40	16296	265	-40	40	16296	265	-40	40	16296
266	-57	57	16353	266	-57	57	16353	266	-57	57	16353	266	-57	57	16353	266	-57	57	16353	266	-57	57	16353
267	-66	66	16419	267	-66	66	16419	267	-66	66	16419	267	-66	66	16419	267	-66	66	16419	267	-66	66	16419
268	-31	31	16450	268	-31	31	16450	268	-31	31	16450	268	-31	31	16450	268	-31	31	16450	268	-31	31	16450
269	-32	32	16482	269	-32	32	16482	269	-32	32	16482	269	-32	32	16482	269	-32	32	16482	269	-32	32	16482
270	-51	51	16533	270	-51	51	16533	270	-51	51	16533	270	-51	51	16533	270	-51	51	16533	270	-51	51	16533
271	-31	31	16564	271	-31	31	16564	271	-31	31	16564	271	-31	31	16564	271	-31	31	16564	271	-31	31	16564
272	-92	92	16656	272	-92	92	16656	272	-92	92	16656	272	-92	92	16656	272	-92	92	16656	272	-92	92	16656
273	-28	28	16684	273	-28	28	16684	273	-28	28	16684	273	-28	28	16684	273	-28	28	16684	273	-28	28	16684
274	-25	25	16709	274	-25	25	16709	274	-25	25	16709	274	-25	25	16709	274	-25	25	16709	274	-25	25	16709
275	-55	55	16764	275	-55	55	16764	275	-55	55	16764	275	-55	55	16764	275	-55	55	16764	275	-55	55	16764
276	-57	57	16821	276	-57	57	16821	276	-57	57	16821	276	-57	57	16821	276	-57	57	16821	276	-57	57	16821
277	-45	45	16866	277	-45	45	16866	277	-45	45	16866	277	-45	45	16866	277	-45	45	16866	277	-45	45	16866
278	-553	157	17023	278	-553	157	17023	278	-553	157	17023	278	-553	157	17023	278	-553	157	17023	278	-553	157	17023
279	-28	28	17051	279	-28	28	17051	279	-28	28	17051	279	-28	28	17051	279	-28	28	17051	279	-28	28	17051
280	-119	119	17170	280	-119	119	17170	280	-119	119	17170	280	-119	119	17170	280	-119	119	17170	280	-119	119	17170
281	-44	44	17214	281	-44	44	17214	281	-44	44	17214	281	-44	44	17214	281	-44	44	17214	281	-44	44	17214
282	-187	88	17302	282	-187	88	17302	282	-187	88	17302	282	-187	88	17302	282	-187	88	17302	282	-187	88	17302
283	-177	78	17380	283	-177	78	17380	283	-177	78	17380	283	-177	78	17380	283	-177	78	17380	283	-177	78	17380
284	-38	38	17418	284	-38	38	17418	284	-38	38	17418	284	-38	38	17418	284	-38	38	17418	284	-38	38	17418
285	-32	32	17450	285	-32	32	17450	285	-32	32	17450	285	-32	32	17450	285	-32	32	17450	285	-32	32	17450
286	-50	50	17500	286	-50	50	17500	286	-50	50	17500	286	-50	50	17500	286	-50	50	17500	286	-50	50	17500
287	-56	56	17556	287	-56	56	17556	287	-56	56	17556	287	-56	56	17556	287	-56	56	17556	287	-56	56	17556
288	-48	48	17604	288	-48	48	17604	288	-48	48	17604	288	-48	48	17604	288	-48	48	17604	288	-48	48	17604
289	-51	51	17655	289	-51	51	17655	289	-51	51	17655	289	-51	51	17655	289	-51	51	17655	289	-51	51	17655
290	-48	48	17703	290	-48	48	17703	290	-48	48	17703	290	-48	48	17703	290	-48	48	17703	290	-48	48	17703
291	-62	62	17765	291	-62	62	17765	291	-62	62	17765	291	-62	62	17765	291	-62	62	17765	291	-62	62	17765
292	-172	73	17838	292	-172	73	17838	292	-172	73	17838	292	-172	73	17838	292	-172	73	17838	292	-172	73	17838
293	-55	55	17893	293	-55	55	17893	293	-55	55	17893	293	-55	55	17893	293	-55	55	17893	293	-55	55	17893
294	-49	49	17942	294	-49	49	17942	294	-49	49	17942	294	-49	49	17942	294	-49	49	17942	294	-49	49	17942
295	-132	132	18074	295	-132	132	18074	295	-132	132	18074	295	-132	132	18074	295	-132	132	18074	295	-132	132	18074
296	-28	28	18102	296	-28	28	18102	296	-28	28	18102	296	-28	28	18102	296	-28	28	18102	296	-28	28	18102
297	-73	73	18175	297	-73	73	18175	297	-73	73	18175	297	-73	73	18175	297	-73	73	18175	297	-73	73	18175
298	-62	62	18237	298	-62	62	18237	298	-62	62	18237	298	-62	62	18237	298	-62	62	18237	298	-62	62	18237
299	-30	30	18267	299	-30	30	18267	299	-30	30	18267	299	-30	30	18267	299	-30	30	18267	299	-30	30	18267
300	-56	56	18323	300	-56	56	18323	300	-56	56	18323	300	-56	56	18323	300	-56	56	18323	300	-56	56	18323
301	-55	55	18378	301	-55	55	18378	301	-55	55	18378	301	-55	55	18378	301	-55	55	18378	301	-55	55	18378
302	-39	39	18417	302	-39	39	18417	302	-39	39	18417	302	-39	39	18417	302	-39	39	18417	302	-39	39	18417
303	-20	20	18437	303	-20	20	18437	303	-20	20	18437	303	-20	20	18437	303	-20	20	18437	303	-20	20	18437
304	-76	76	18513	304	-76	76	18513	304	-76	76	18513	304	-76	76	18513	304	-76	76	18513	304	-76	76	18513
305	-32	32	18545	305	-32	32	18545	305	-32	32	18545	305	-32	32	18545	305	-32	32	18545	305	-32	32	18545
306	-31	31	18576	306	-31	31	18576	306	-31	31	18576	306	-31	31	18576	306	-31	31	18576	306	-31	31	18576
307	-178	79	18655	307	-178	79	18655	307	-178	79	18655	307	-178	79	18655	307	-178	79	18655	307	-178	79	18655
308	-30	30	18685	308	-30	30	18685	308	-30	30	18685	308	-30	30	18685	308	-30	30	18685	308	-30	30	18685
309	-29	29	18714	309	-29	29	18714	309	-29	29	18714	309	-29	29	18714	309	-29	29	18714	309	-29	29	18714
310	-61	61	18775	310	-61	61	18775	310	-61	61	18775	310	-61	61	18775	310	-61	61	18775	310	-61	61	18775
311	-47	47	18822	311	-47	47	18822	311	-47	47	18822	311	-47	47	18822	311	-47	47	18822	311	-47	47	18822
312	-307	109	18931	312	-307	109	18931	312	-307	109	18931	312	-307	109	18931	312	-307	109	18931	312	-307	109	18931
313	-48	48	18979	313	-48	48	18979	313	-48	48	18979	313	-48	48	18979	313	-48	48	18979	313	-48	48	18979
314	-141	42	19021	314	-141	42	19021	314	-141	42	19021	314	-141	42	19021	314	-141	42	19021	314	-141	42	19021
315	-146	47	19068	315	-146	47	19068	315	-146	47	19068	315	-146	47	19068	315	-146	47	19068	315	-146	47	19068
316	-56	56	19124	316	-56	56	19124	316	-56	56	19124	316	-56	56	19124	316	-56	56	19124	316	-56	56	19124
317	-46	46	19170	317	-46	46	19170	317	-46	46	19170	317	-46	46	19170	317	-46	46	19170	317	-46	46	19170
318	-24	24	19194	318	-24	24	19194	318	-24	24	19194	318	-24	24	19194	318	-24	24	19194	318	-24	24	19194
319	-138	39	19233	319	-138	39	19233	319	-138	39	19233	319	-138	39	19233	319	-138	39	19233	319	-138	39	19233
320	-246	48	19281	320	-246	48	19281	320	-246	48	19281	320	-246	48	19281	320	-246	48	19281	320	-246	48	19281
321	-47	47	19328	321	-47	47	19328	321	-47	47	19328	321	-47	47	19328	321	-47	47	19328	321	-47	47	19328
322	-23	23	19351	322	-23	23	19351	322	-23	23	19351	322	-23	23	19351	322	-23	23	19351	322	-23	23	19351
323	-55	55	19406	323	-55	55	19406	323	-55	55	19406	323	-55	55	19406	323	-55	55	19406	323	-55	55	19406
324	-30	30	19436	324	-30	30	19436	324	-30	30	19436	324	-30	30	19436	324	-30	30	19436	324	-30	30	19436
325	-161	62	19498	325	-161	62	19498	325	-161	62	19498	325	-161	62	19498	325	-161	62	19498	325	-161	62	19498
326	-131	32	19530	326	-131	32	19530	326	-131	32	19530	326	-131	32	19530	326	-131	32	19530	326	-131	32	19530
327	-26	26	19556	327	-26	26	19556	327	-26	26	19556	327	-26	26	19556	327	-26	26	19556	327	-26	26	19556
328	-30	30	19586	328	-30	30	19586	328	-30	30	19586	328	-30	30	19586	328	-30	30	19586	328	-30	30	19586
329	-46	46	19632	329	-46	46	19632	329	-46	46	19632	329	-46	46	19632	329	-46	46	19632	329	-46	46	19632
330	-31	31	19663	330	-31	31	19663	330	-31	31	19663	330	-31	31	19663	330	-31	31	19663	330	-31	31	19663
331	-26	26	19689	331	-26	26	19689	331	-26	26	19689	331	-26	26	19689	331	-26	26	19689	331	-26	26	19689
332	-125	26	19715	332	-125	26	19715	332	-125	26	19715	332	-125	26	19715	332	-125	26	19715	332	-125	26	19715
333	-35	35	19750	333	-35	35	19750	333	-35	35	19750	333	-35	35	19750	333	-35	35	19750	333	-35	35	19750
334	-23	23	19773	334	-23	23	19773	334	-23	23	19773	334	-23	23	19773	334	-23	23	19773	334	-23	23	19773
335	-45	45	19818	335	-45	45	19818	335	-45	45	19818	335	-45	45	19818	335	-45	45	19818	335	-45	45	19818
336	-125	26	19844	336	-125	26	19844	336	-125	26	19844	336	-125	26	19844	336	-125	26	19844	336	-125	26	19844
337	-32	32	19876	337	-32	32	19876	337	-32	32	19876	337	-32	32	19876	337	-32	32	19876	337	-32	32	19876
338	-129	30	19906	338	-129	30	19906	338	-129	30	19906	338	-129	30	19906	338	-129	30	19906	338	-129	30	19906
339	-24	24	19930	339	-24	24	19930	339	-24	24	19930	339	-24	24	19930	339	-24	24	19930	339	-24	24	19930
340	-22	22	19952	340	-22	22	19952	340	-22	22	19952	340	-22	22	19952	340	-22	22	19952	340	-22	22	19952
341	-28	28	19980	341	-28	28	19980	341	-28	28	19980	341	-28	28	19980	341	-28	28	19980	341	-28	28	19980
342	-25	25	20005	342	-25	25	20005	342	-25	25	20005	342	-25	25	20005	342	-25	25	20005	342	-25	25	20005
343	-22	22	20027	343	-22	22	20027	343	-22	22	20027	343	-22	22	20027	343	-22	22	20027	343	-22	22	20027
344	-21	21	20048	344	-21	21	20048	344	-21	21	20048	344	-21	21	20048	344	-21	21	20048	344	-21	21	20048
345	-26	26	20074	345	-26	26	20074	345	-26	26	20074	345	-26	26	20074	345	-26	26	20074	345	-26	26	20074
346	-25	25	20099	346	-25	25	20099	346	-25	25	20099	346	-25	25	20099	346	-25	25	20099	346	-25	25	20099
347	-25	25	20124	347	-25	25	20124	347	-25	25	20124	347	-25	25	20124	347	-25	25	20124	347	-25	25	20124
348	-25	25	20149	348	-25	25	20149	348	-25	25	20149	348	-25	25	20149	348	-25	25	20149	348	-25	25	20149
349	-17	17	20166	349	-17	17	20166	349	-17	17	20166	349	-17	17	20166	349	-17	17	20166	349	-17	17	20166
350	-19	19	20185	350	-19	19	20185	350	-19	19	20185	350	-19	19	20185	350	-19	19	20185	350	-19	19	20185
351	-19	19	20204	351	-19	19	20204	351	-19	19	20204	351	-19	19	20204	351	-19	19	20204	351	-19	19	20204
352	-24	24	20228	352	-24	24	20228	352	-24	24	20228	352	-24	24	20228	352	-24	24	20228	352	-24	24	20228
353	-21	21	20249	353	-21	21	20249	353	-21	21	20249	353	-21	21	20249	353	-21	21	20249	353	-21	21	20249
354	-17	17	20266	354	-17	17	20266	354	-17	17	20266	354	-17	17	20266	354	-17	17	20266	354	-17	17	20266
355	-29	29	20295	355	-29	29	20295	355	-29	29	20295	355	-29	29	20295	355	-29	29	20295	355	-29	29	20295
356	-18	18	20313	356	-18	18	20313	356	-18	18	20313	356	-18	18	20313	356	-18	18	20313	356	-18	18	20313
357	-21	21	20334	357	-21	21	20334	357	-21	21	20334	357	-21	21	20334	357	-21	21	20334	357	-21	21	20334
358	-18	18	20352	358	-18	18	20352	358	-18	18	20352	358	-18	18	20352	358	-18	18	20352	358	-18	18	20352
359	-18	18	20370	359	-18	18	20370	359	-18	18	20370	359	-18	18	20370	359	-18	18	20370	359	-18	18	20370
360	-18	18	20388	360	-18	18	20388	360	-18	18	20388	360	-18	18	20388	360	-18	18	20388	360	-18	18	20388
361	-19	19	20407	361	-19	19	20407	361	-19	19	20407	361	-19	19	20407	361	-19	19	20407	361	-19	19	20407
362	-20	20	20427	362	-20	20	20427	362	-20	20	20427	362	-20	20	20427	362	-20	20	20427	362	-20	20	20427
363	-21	21	20448	363	-21	21	20448	363	-21	21	20448	363	-21	21	20448	363	-21	21	20448	363	-21	21	20448
364	-21	21	20469	364	-21	21	20469	364	-21	21	20469	364	-21	21	20469	364	-21	21	20469	364	-21	21	20469
365	-19	19	20488	365	-19	19	20488	365	-19	19	20488	365	-19	19	20488	365	-19	19	20488	365	-19	19	20488
366	-19	19	20507	366	-19	19	20507	366	-19	19	20507	366	-19	19	20507	366	-19	19	20507	366	-19	19	20507
367	-20	20	20527	367	-20	20	20527	367	-20	20	20527	367	-20	20	20527	367	-20	20	20527	367	-20	20	20527
368	-17	17	20544	368	-17	17	20544	368	-17	17	20544	368	-17	17	20544	368	-17	17	20544	368	-17	17	20544
369	-18	18	20562	369	-18	18	20562	369	-18	18	20562	369	-18	18	20562	369	-18	18	20562	369	-18	18	20562
370	-19	19	20581	370	-19	19	20581	370	-19	19	20581	370	-19	19	20581	370	-19	19	20581	370	-19	19	20581
371	-21	21	20602	371	-21	21	20602	371	-21	21	20602	371	-21	21	20602	371	-21	21	20602	371	-21	21	20602
372	-19	19	20621	372	-19	19	20621	372	-19	19	20621	372	-19	19	20621	372	-19	19	20621	372	-19	19	20621
373	-17	17	20638	373	-17	17	20638	373	-17	17	20638	373	-17	17	20638	373	-17	17	20638	373	-17	17	20638
374	-25	25	20663	374	-25	25	20663	374	-25	25	20663	374	-25	25	20663	374	-25	25	20663	374	-25	25	20663
375	-19	19	20682	375	-19	19	20682	375	-19	19	20682	375	-19	19	20682	375	-19	19	20682	375	-19	19	20682
376	-21	21	20703	376	-21	21	20703	376	-21	21	20703	376	-21	21	20703	376	-21	21	20703	376	-21	21	20703
377	-18	18	20721	377	-18	18	20721	377	-18	18	20721	377	-18	18	20721	377	-18	18	20721	377	-18	18	20721
378	-22	22	20743	378	-22	22	20743	378	-22	22	20743	378	-22	22	20743	378	-22	22	20743	378	-22	22	20743
379	-17	17	20760	379	-17	17	20760	379	-17	17	20760	379	-17	17	20760	379	-17	17	20760	379	-17	17	20760
380	-18	18	20778	380	-18	18	20778	380	-18	18	20778	380	-18	18	20778	380	-18	18	20778	380	-18	18	20778
381	-19	19	20797	381	-19	19	20797	381	-19	19	20797	381	-19	19	20797	381	-19	19	20797	381	-19	19	20797
382	-19	19	20816	382	-19	19	20816	382	-19	19	20816	382	-19	19	20816	382	-19	19	20816	382	-19	19	20816
383	-19	19	20835	383	-19	19	20835	383	-19	19	20835	383	-19	19	20835	383	-19	19	20835	383	-19	19	20835
384	-19	19	20854	384	-19	19	20854	384	-19	19	20854	384	-19	19	20854	384	-19	19	20854	384	-19	19	20854
385	-17	17	20871	385	-17	17	20871	385	-17	17	20871	385	-17	17	20871	385	-17	17	20871	385	-17	17	20871
386	-17	17	20888	386	-17	17	20888	386	-17	17	20888	386	-17	17	20888	386	-17	17	20888	386	-17	17	20888
387	-17	17	20905	387	-17	17	20905	387	-17	17	20905	387	-17	17	20905	387	-17	17	20905	387	-17	17	20905
388	-20	20	20925	388	-20	20	20925	388	-20	20	20925	388	-20	20	20925	388	-20	20	20925	388	-20	20	20925
389	-20	20	20945	389	-20	20	20945	389	-20	20	20945	389	-20	20	20945	389	-20	20	20945	389	-20	20	20945
390	-119	20	20965	390	-119	20	20965	390	-119	20	20965	390	-119	20	20965	390	-119	20	20965	390	-119	20	20965
391	-22	22	20987	391	-22	22	20987	391	-22	22	20987	391	-22	22	20987	391	-22	22	20987	391	-22	22	20987
392	-19	19	21006	392	-19	19	21006	392	-19	19	21006	392	-19	19	21006	392	-19	19	21006	392	-19	19	21006
393	-24	24	21030	393	-24	24	21030	393	-24	24	21030	393	-24	24	21030	393	-24	24	21030	393	-24	24	21030
394	-19	19	21049	394	-19	19	21049	394	-19	19	21049	394	-19	19	21049	394	-19	19	21049	394	-19	19	21049
395	-19	19	21068	395	-19	19	21068	395	-19	19	21068	395	-19	19	21068	395	-19	19	21068	395	-19	19	21068
396	-18	18	21086	396	-18	18	21086	396	-18	18	21086	396	-18	18	21086	396	-18	18	21086	396	-18	18	21086
397	-19	19	21105	397	-19	19	21105	397	-19	19	21105	397	-19	19	21105	397	-19	19	21105	397	-19	19	21105
398	-21	21	21126	398	-21	21	21126	398	-21	21	21126	398	-21	21	21126	398	-21	21	21126	398	-21	21	21126
399	-21	21	21147	399	-21	21	21147	399	-21	21	21147	399	-21	21	21147	399	-21	21	21147	399	-21	21	21147
400	-17	17	21164	400	-17	17	21164	400	-17	17	21164	400	-17	17	21164	400	-17	17	21164	400	-17	17	21164
401	-22	22	21186	401	-22	22	21186	401	-22	22	21186	401	-22	22	21186	401	-22	22	21186	401	-22	22	21186
402	-28	28	21214	402	-28	28	21214	402	-28	28	21214	402	-28	28	21214	402	-28	28	21214	402	-28	28	21214
403	-23	23	21237	403	-23	23	21237	403	-23	23	21237	403	-23	23	21237	403	-23	23	21237	403	-23	23	21237
404	-19	19	21256	404	-19	19	21256	404	-19	19	21256	404	-19	19	21256	404	-19	19	21256	404	-19	19	21256
405	-17	17	21273	405	-17	17	21273	405	-17	17	21273	405	-17	17	21273	405	-17	17	21273	405	-17	17	21273
406	-19	19	21292	406	-19	19	21292	406	-19	19	21292	406	-19	19	21292	406	-19	19	21292	406	-19	19	21292
407	-22	22	21314	407	-22	22	21314	407	-22	22	21314	407	-22	22	21314	407	-22	22	21314	407	-22	22	21314
408	-17	17	21331	408	-17	17	21331	408	-17	17	21331	408	-17	17	21331	408	-17	17	21331	408	-17	17	21331
409	-22	22	21353	409	-22	22	21353	409	-22	22	21353	409	-22	22	21353	409	-22	22	21353	409	-22	22	21353
410	-17	17	21370	410	-17	17	21370	410	-17	17	21370	410	-17	17	21370	410	-17	17	21370	410	-17	17	21370
411	-17	17	21387	411	-17	17	21387	411	-17	17	21387	411	-17	17	21387	411	-17	17	21387	411	-17	17	21387
412	-17	17	21404	412	-17	17	21404	412	-17	17	21404	412	-17	17	21404	412	-17	17	21404	412	-17	17	21404
413	-19	19	21423	413	-19	19	21423	413	-19	19	21423	413	-19	19	21423	413	-19	19	21423	413	-19	19	21423
414	-17	17	21440	414	-17	17	21440	414	-17	17	21440	414	-17	17	21440	414	-17	17	21440	414	-17	17	21440
415	-19	19	21459	415	-19	19	21459	415	-19	19	21459	415	-19	19	21459	415	-19	19	21459	415	-19	19	21459
416	-17	17	21476	416	-17	17	21476	416	-17	17	21476	416	-17	17	21476	416	-17	17	21476	416	-17	17	21476
417	-20	20	21496	417	-20	20	21496	417	-20	20	21496	417	-20	20	21496	417	-20	20	21496	417	-20	20	21496
418	-17	17	21513	418	-17	17	21513	418	-17	17	21513	418	-17	17	21513	418	-17	17	21513	418	-17	17	21513
419	-17	17	21530	419	-17	17	21530	419	-17	17	21530	419	-17	17	21530	419	-17	17	21530	419	-17	17	21530
420	-19	19	21549	420	-19	19	21549	420	-19	19	21549	420	-19	19	21549	420	-19	19	21549	420	-19	19	21549
421	-21	21	21570	421	-21	21	21570	421	-21	21	21570	421	-21	21	21570	421	-21	21	21570	421	-21	21	21570
422	-17	17	21587	422	-17	17	21587	422	-17	17	21587	422	-17	17	21587	422	-17	17	21587	422	-17	17	21587
423	-17	17	21604	423	-17	17	21604	423	-17	17	21604	423	-17	17	21604	423	-17	17	21604	423	-17	17	21604
424	-20	20	21624	424	-20	20	21624	424	-20	20	21624	424	-20	20	21624	424	-20	20	21624	424	-20	20	21624
425	-17	17	21641	425	-17	17	21641	425	-17	17	21641	425	-17	17	21641	425	-17	17	21641	425	-17	17	21641
426	-20	20	21661	426	-20	20	21661	426	-20	20	21661	426	-20	20	21661	426	-20	20	21661	426	-20	20	21661
427	-17	17	21678	427	-17	17	21678	427	-17	17	21678	427	-17	17	21678	427	-17	17	21678	427	-17	17	21678
428	-19	19	21697	428	-19	19	21697	428	-19	19	21697	428	-19	19	21697	428	-19	19	21697	428	-19	19	21697
429	-20	20	21717	429	-20	20	21717	429	-20	20	21717	429	-20	20	21717	429	-20	20	21717	429	-20	20	21717
430	-24	24	21741	430	-24	24	21741	430	-24	24	21741	430	-24	24	21741	430	-24	24	21741	430	-24	24	21741
431	-17	17	21758	431	-17	17	21758	431	-17	17	21758	431	-17	17	21758	431	-17	17	21758	431	-17	17	21758
432	-17	17	21775	432	-17	17	21775	432	-17	17	21775	432	-17	17	21775	432	-17	17	21775	432	-17	17	21775
433	-21	21	21796	433	-21	21	21796	433	-21	21	21796	433	-21	21	21796	433	-21	21	21796	433	-21	21	21796
434	-17	17	21813	434	-17	17	21813	434	-17	17	21813	434	-17	17	21813	434	-17	17	21813	434	-17	17	21813
435	-20	20	21833	435	-20	20	21833	435	-20	20	21833	435	-20	20	21833	435	-20	20	21833	435	-20	20	21833
436	-19	19	21852	436	-19	19	21852	436	-19	19	21852	436	-19	19	21852	436	-19	19	21852	436	-19	19	21852
437	-21	21	21873	437	-21	21	21873	437	-21	21	21873	437	-21	21	21873	437	-21	21	21873	437	-21	21	21873
438	-20	20	21893	438	-20	20	21893	438	-20	20	21893	438	-20	20	21893	438	-20	20	21893	438	-20	20	21893
439	-18	18	21911	439	-18	18	21911	439	-18	18	21911	439	-18	18	21911	439	-18	18	21911	439	-18	18	21911
440	-17	17	21928	440	-17	17	21928	440	-17	17	21928	440	-17	17	21928	440	-17	17	21928	440	-17	17	21928
441	-19	19	21947	441	-19	19	21947	441	-19	19	21947	441	-19	19	21947	441	-19	19	21947	441	-19	19	21947
442	-19	19	21966	442	-19	19	21966	442	-19	19	21966	442	-19	19	21966	442	-19	19	21966	442	-19	19	21966
443	-20	20	21986	443	-20	20	21986	443	-20	20	21986	443	-20	20	21986	443	-20	20	21986	443	-20	20	21986
444	-20	20	22006	444	-20	20	22006	444	-20	20	22006	444	-20	20	22006	444	-20	20	22006	444	-20	20	22006
445	-17	17	22023	445	-17	17	22023	445	-17	17	22023	445	-17	17	22023	445	-17	17	22023	445	-17	17	22023
446	-18	18	22041	446	-18	18	22041	446	-18	18	22041	446	-18	18	22041	446	-18	18	22041	446	-18	18	22041
447	-23	23	22064	447	-23	23	22064	447	-23	23	22064	447	-23	23	22064	447	-23	23	22064	447	-23	23	22064
448	-18	18	22082	448	-18	18	22082	448	-18	18	22082	448	-18	18	22082	448	-18	18	22082	448	-18	18	22082
449	-21	21	22103	449	-21	21	22103	449	-21	21	22103	449	-21	21	22103	449	-21	21	22103	449	-21	21	22103
450	-23	23	22126	450	-23	23	22126	450	-23	23	22126	450	-23	23	22126	450	-23	23	22126	450	-23	23	22126
451	-17	17	22143	451	-17	17	22143	451	-17	17	22143	451	-17	17	22143	451	-17	17	22143	451	-17	17	22143
452	-18	18	22161	452	-18	18	22161	452	-18	18	22161	452	-18	18	22161	452	-18	18	22161	452	-18	18	22161
453	-18	18	22179	453	-18	18	22179	453	-18	18	22179	453	-18	18	22179	453	-18	18	22179	453	-18	18	22179
