Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
307	-128	29	9450	307	-128	29	9450
308	-19	19	9469	308	-19	19	9469
309	-17	17	9486	309	-17	17	9486
310	-19	19	9505	310	-19	19	9505
311	-145	46	9551	311	-145	46	9551
312	-38	38	9589	312	-38	38	9589
313	-25	25	9614	313	-25	25	9614
314	-19	19	9633	314	-19	19	9633
315	-19	19	9652	315	-19	19	9652
316	-17	17	9669	316	-17	17	9669
317	-23	23	9692	317	-23	23	9692
318	-23	23	9715	318	-23	23	9715
319	-17	17	9732	319	-17	17	9732
320	-17	17	9749	320	-17	17	9749
321	-20	20	9769	321	-20	20	9769
322	-20	20	9789	322	-20	20	9789
323	-31	31	9820	323	-31	31	9820
324	-25	25	9845	324	-25	25	9845
325	-20	20	9865	325	-20	20	9865
326	-17	17	9882	326	-17	17	9882
327	-18	18	9900	327	-18	18	9900
328	-19	19	9919	328	-19	19	9919
329	-18	18	9937	329	-18	18	9937
330	-17	17	9954	330	-17	17	9954
331	-18	18	9972	331	-18	18	9972
332	-23	23	9995	332	-23	23	9995
333	-18	18	10013	333	-18	18	10013
334	-17	17	10030	334	-17	17	10030
335	-18	18	10048	335	-18	18	10048
336	-17	17	10065	336	-17	17	10065
337	-19	19	10084	337	-19	19	10084
338	-21	21	10105	338	-21	21	10105
339	-121	22	10127	339	-121	22	10127
340	-29	29	10156	340	-29	29	10156
341	-21	21	10177	341	-21	21	10177
342	-23	23	10200	342	-23	23	10200
343	-21	21	10221	343	-21	21	10221
344	-25	25	10246	344	-25	25	10246
345	-17	17	10263	345	-17	17	10263
346	-18	18	10281	346	-18	18	10281
347	-19	19	10300	347	-19	19	10300
348	-24	24	10324	348	-24	24	10324
349	-17	17	10341	349	-17	17	10341
350	-19	19	10360	350	-19	19	10360
351	-19	19	10379	351	-19	19	10379
352	-17	17	10396	352	-17	17	10396
353	-20	20	10416	353	-20	20	10416
354	-20	20	10436	354	-20	20	10436
355	-17	17	10453	355	-17	17	10453
356	-20	20	10473	356	-20	20	10473
357	-17	17	10490	357	-17	17	10490
358	-17	17	10507	358	-17	17	10507
359	-23	23	10530	359	-23	23	10530
360	-19	19	10549	360	-19	19	10549
361	-18	18	10567	361	-18	18	10567
362	-19	19	10586	362	-19	19	10586
363	-27	27	10613	363	-27	27	10613
364	-18	18	10631	364	-18	18	10631
365	-18	18	10649	365	-18	18	10649
366	-19	19	10668	366	-19	19	10668
367	-17	17	10685	367	-17	17	10685
368	-20	20	10705	368	-20	20	10705
369	-18	18	10723	369	-18	18	10723
370	-18	18	10741	370	-18	18	10741
371	-18	18	10759	371	-18	18	10759
372	-21	21	10780	372	-21	21	10780
373	-133	34	10814	373	-133	34	10814
374	-24	24	10838	374	-24	24	10838
375	-18	18	10856	375	-18	18	10856
376	-22	22	10878	376	-22	22	10878
377	-23	23	10901	377	-23	23	10901
378	-131	32	10933	378	-131	32	10933
379	-21	21	10954	379	-21	21	10954
380	-19	19	10973	380	-19	19	10973
381	-24	24	10997	381	-24	24	10997
382	-17	17	11014	382	-17	17	11014
383	-22	22	11036	383	-22	22	11036
384	-19	19	11055	384	-19	19	11055
385	-19	19	11074	385	-19	19	11074
386	-17	17	11091	386	-17	17	11091
387	-19	19	11110	387	-19	19	11110
388	-22	22	11132	388	-22	22	11132
389	-23	23	11155	389	-23	23	11155
390	-19	19	11174	390	-19	19	11174
391	-19	19	11193	391	-19	19	11193
392	-19	19	11212	392	-19	19	11212
393	-17	17	11229	393	-17	17	11229
394	-17	17	11246	394	-17	17	11246
395	-19	19	11265	395	-19	19	11265
396	-21	21	11286	396	-21	21	11286
397	-21	21	11307	397	-21	21	11307
398	-19	19	11326	398	-19	19	11326
399	-21	21	11347	399	-21	21	11347
400	-21	21	11368	400	-21	21	11368
401	-19	19	11387	401	-19	19	11387
402	-17	17	11404	402	-17	17	11404
403	-17	17	11421	403	-17	17	11421
404	-19	19	11440	404	-19	19	11440
405	-19	19	11459	405	-19	19	11459
406	-118	19	11478	406	-118	19	11478
407	-17	17	11495	407	-17	17	11495
408	-18	18	11513	408	-18	18	11513
409	-18	18	11531	409	-18	18	11531
410	-17	17	11548	410	-17	17	11548
411	-17	17	11565	411	-17	17	11565
412	-17	17	11582	412	-17	17	11582
413	-20	20	11602	413	-20	20	11602
414	-22	22	11624	414	-22	22	11624
415	-20	20	11644	415	-20	20	11644
416	-19	19	11663	416	-19	19	11663
417	-19	19	11682	417	-19	19	11682
