Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
63	-21	21	4566	63	-21	21	4566
64	-39	39	4605	64	-39	39	4605
65	-20	20	4625	65	-20	20	4625
66	-133	34	4659	66	-133	34	4659
67	-26	26	4685	67	-26	26	4685
68	-25	25	4710	68	-25	25	4710
69	-27	27	4737	69	-27	27	4737
70	-35	35	4772	70	-35	35	4772
71	-34	34	4806	71	-34	34	4806
72	-33	33	4839	72	-33	33	4839
73	-20	20	4859	73	-20	20	4859
74	-33	33	4892	74	-33	33	4892
75	-19	19	4911	75	-19	19	4911
76	-39	39	4950	76	-39	39	4950
77	-21	21	4971	77	-21	21	4971
78	-27	27	4998	78	-27	27	4998
79	-30	30	5028	79	-30	30	5028
80	-37	37	5065	80	-37	37	5065
81	-21	21	5086	81	-21	21	5086
82	-23	23	5109	82	-23	23	5109
83	-29	29	5138	83	-29	29	5138
84	-123	24	5162	84	-123	24	5162
85	-23	23	5185	85	-23	23	5185
86	-27	27	5212	86	-27	27	5212
87	-33	33	5245	87	-33	33	5245
88	-153	54	5299	88	-153	54	5299
89	-32	32	5331	89	-32	32	5331
90	-21	21	5352	90	-21	21	5352
91	-134	35	5387	91	-134	35	5387
92	-25	25	5412	92	-25	25	5412
93	-22	22	5434	93	-22	22	5434
94	-19	19	5453	94	-19	19	5453
95	-21	21	5474	95	-21	21	5474
96	-31	31	5505	96	-31	31	5505
97	-21	21	5526	97	-21	21	5526
98	-121	22	5548	98	-121	22	5548
99	-24	24	5572	99	-24	24	5572
100	-17	17	5589	100	-17	17	5589
101	-19	19	5608	101	-19	19	5608
102	-23	23	5631	102	-23	23	5631
103	-27	27	5658	103	-27	27	5658
104	-25	25	5683	104	-25	25	5683
105	-18	18	5701	105	-18	18	5701
106	-25	25	5726	106	-25	25	5726
107	-22	22	5748	107	-22	22	5748
108	-21	21	5769	108	-21	21	5769
109	-26	26	5795	109	-26	26	5795
110	-17	17	5812	110	-17	17	5812
111	-21	21	5833	111	-21	21	5833
112	-25	25	5858	112	-25	25	5858
113	-30	30	5888	113	-30	30	5888
114	-19	19	5907	114	-19	19	5907
115	-25	25	5932	115	-25	25	5932
116	-26	26	5958	116	-26	26	5958
117	-20	20	5978	117	-20	20	5978
118	-28	28	6006	118	-28	28	6006
119	-20	20	6026	119	-20	20	6026
120	-25	25	6051	120	-25	25	6051
121	-29	29	6080	121	-29	29	6080
122	-19	19	6099	122	-19	19	6099
123	-21	21	6120	123	-21	21	6120
124	-19	19	6139	124	-19	19	6139
125	-19	19	6158	125	-19	19	6158
126	-22	22	6180	126	-22	22	6180
127	-28	28	6208	127	-28	28	6208
128	-25	25	6233	128	-25	25	6233
129	-22	22	6255	129	-22	22	6255
130	-23	23	6278	130	-23	23	6278
131	-20	20	6298	131	-20	20	6298
132	-20	20	6318	132	-20	20	6318
133	-23	23	6341	133	-23	23	6341
134	-21	21	6362	134	-21	21	6362
135	-117	18	6380	135	-117	18	6380
136	-24	24	6404	136	-24	24	6404
137	-19	19	6423	137	-19	19	6423
138	-134	35	6458	138	-134	35	6458
139	-39	39	6497	139	-39	39	6497
140	-30	30	6527	140	-30	30	6527
141	-123	24	6551	141	-123	24	6551
142	-23	23	6574	142	-23	23	6574
143	-121	22	6596	143	-121	22	6596
144	-23	23	6619	144	-23	23	6619
145	-19	19	6638	145	-19	19	6638
146	-25	25	6663	146	-25	25	6663
147	-20	20	6683	147	-20	20	6683
148	-19	19	6702	148	-19	19	6702
149	-25	25	6727	149	-25	25	6727
150	-18	18	6745	150	-18	18	6745
151	-27	27	6772	151	-27	27	6772
152	-29	29	6801	152	-29	29	6801
153	-19	19	6820	153	-19	19	6820
154	-19	19	6839	154	-19	19	6839
155	-21	21	6860	155	-21	21	6860
156	-19	19	6879	156	-19	19	6879
157	-21	21	6900	157	-21	21	6900
158	-22	22	6922	158	-22	22	6922
159	-21	21	6943	159	-21	21	6943
160	-20	20	6963	160	-20	20	6963
161	-27	27	6990	161	-27	27	6990
162	-17	17	7007	162	-17	17	7007
163	-21	21	7028	163	-21	21	7028
164	-18	18	7046	164	-18	18	7046
165	-17	17	7063	165	-17	17	7063
166	-20	20	7083	166	-20	20	7083
167	-21	21	7104	167	-21	21	7104
168	-22	22	7126	168	-22	22	7126
169	-24	24	7150	169	-24	24	7150
170	-21	21	7171	170	-21	21	7171
171	-18	18	7189	171	-18	18	7189
172	-17	17	7206	172	-17	17	7206
173	-19	19	7225	173	-19	19	7225
174	-19	19	7244	174	-19	19	7244
175	-17	17	7261	175	-17	17	7261
176	-17	17	7278	176	-17	17	7278
177	-19	19	7297	177	-19	19	7297
178	-20	20	7317	178	-20	20	7317
179	-19	19	7336	179	-19	19	7336
180	-17	17	7353	180	-17	17	7353
181	-21	21	7374	181	-21	21	7374
182	-23	23	7397	182	-23	23	7397
183	-19	19	7416	183	-19	19	7416
184	-20	20	7436	184	-20	20	7436
185	-18	18	7454	185	-18	18	7454
186	-17	17	7471	186	-17	17	7471
187	-17	17	7488	187	-17	17	7488
188	-17	17	7505	188	-17	17	7505
189	-21	21	7526	189	-21	21	7526
190	-18	18	7544	190	-18	18	7544
191	-21	21	7565	191	-21	21	7565
192	-20	20	7585	192	-20	20	7585
193	-18	18	7603	193	-18	18	7603
194	-17	17	7620	194	-17	17	7620
195	-21	21	7641	195	-21	21	7641
196	-19	19	7660	196	-19	19	7660
197	-21	21	7681	197	-21	21	7681
198	-20	20	7701	198	-20	20	7701
199	-23	23	7724	199	-23	23	7724
200	-20	20	7744	200	-20	20	7744
201	-21	21	7765	201	-21	21	7765
202	-19	19	7784	202	-19	19	7784
203	-22	22	7806	203	-22	22	7806
204	-19	19	7825	204	-19	19	7825
205	-18	18	7843	205	-18	18	7843
206	-19	19	7862	206	-19	19	7862
207	-23	23	7885	207	-23	23	7885
208	-17	17	7902	208	-17	17	7902
209	-17	17	7919	209	-17	17	7919
210	-17	17	7936	210	-17	17	7936
211	-17	17	7953	211	-17	17	7953
212	-19	19	7972	212	-19	19	7972
213	-17	17	7989	213	-17	17	7989
214	-21	21	8010	214	-21	21	8010
215	-19	19	8029	215	-19	19	8029
216	-18	18	8047	216	-18	18	8047
217	-25	25	8072	217	-25	25	8072
218	-17	17	8089	218	-17	17	8089
219	-21	21	8110	219	-21	21	8110
220	-19	19	8129	220	-19	19	8129
221	-19	19	8148	221	-19	19	8148
222	-17	17	8165	222	-17	17	8165
223	-17	17	8182	223	-17	17	8182
224	-19	19	8201	224	-19	19	8201
225	-17	17	8218	225	-17	17	8218
226	-18	18	8236	226	-18	18	8236
227	-19	19	8255	227	-19	19	8255
228	-23	23	8278	228	-23	23	8278
229	-17	17	8295	229	-17	17	8295
230	-17	17	8312	230	-17	17	8312
231	-22	22	8334	231	-22	22	8334
232	-17	17	8351	232	-17	17	8351
233	-20	20	8371	233	-20	20	8371
234	-117	18	8389	234	-117	18	8389
235	-19	19	8408	235	-19	19	8408
236	-17	17	8425	236	-17	17	8425
237	-19	19	8444	237	-19	19	8444
238	-17	17	8461	238	-17	17	8461
239	-17	17	8478	239	-17	17	8478
240	-17	17	8495	240	-17	17	8495
241	-23	23	8518	241	-23	23	8518
242	-17	17	8535	242	-17	17	8535
243	-21	21	8556	243	-21	21	8556
244	-20	20	8576	244	-20	20	8576
245	-24	24	8600	245	-24	24	8600
246	-23	23	8623	246	-23	23	8623
247	-18	18	8641	247	-18	18	8641
248	-17	17	8658	248	-17	17	8658
249	-20	20	8678	249	-20	20	8678
250	-21	21	8699	250	-21	21	8699
251	-21	21	8720	251	-21	21	8720
252	-19	19	8739	252	-19	19	8739
253	-22	22	8761	253	-22	22	8761
254	-19	19	8780	254	-19	19	8780
255	-18	18	8798	255	-18	18	8798
256	-17	17	8815	256	-17	17	8815
257	-17	17	8832	257	-17	17	8832
258	-17	17	8849	258	-17	17	8849
259	-19	19	8868	259	-19	19	8868
260	-19	19	8887	260	-19	19	8887
261	-17	17	8904	261	-17	17	8904
262	-17	17	8921	262	-17	17	8921
263	-21	21	8942	263	-21	21	8942
264	-18	18	8960	264	-18	18	8960
265	-17	17	8977	265	-17	17	8977
266	-17	17	8994	266	-17	17	8994
267	-17	17	9011	267	-17	17	9011
268	-25	25	9036	268	-25	25	9036
269	-18	18	9054	269	-18	18	9054
270	-17	17	9071	270	-17	17	9071
271	-19	19	9090	271	-19	19	9090
272	-18	18	9108	272	-18	18	9108
273	-19	19	9127	273	-19	19	9127
274	-17	17	9144	274	-17	17	9144
275	-18	18	9162	275	-18	18	9162
276	-17	17	9179	276	-17	17	9179
277	-17	17	9196	277	-17	17	9196
278	-19	19	9215	278	-19	19	9215
279	-19	19	9234	279	-19	19	9234
280	-17	17	9251	280	-17	17	9251
281	-18	18	9269	281	-18	18	9269
282	-17	17	9286	282	-17	17	9286
283	-22	22	9308	283	-22	22	9308
284	-25	25	9333	284	-25	25	9333
285	-17	17	9350	285	-17	17	9350
286	-21	21	9371	286	-21	21	9371
287	-17	17	9388	287	-17	17	9388
288	-18	18	9406	288	-18	18	9406
289	-20	20	9426	289	-20	20	9426
290	-17	17	9443	290	-17	17	9443
291	-22	22	9465	291	-22	22	9465
292	-19	19	9484	292	-19	19	9484
293	-19	19	9503	293	-19	19	9503
294	-20	20	9523	294	-20	20	9523
295	-19	19	9542	295	-19	19	9542
296	-19	19	9561	296	-19	19	9561
297	-18	18	9579	297	-18	18	9579
298	-18	18	9597	298	-18	18	9597
299	-19	19	9616	299	-19	19	9616
300	-17	17	9633	300	-17	17	9633
301	-18	18	9651	301	-18	18	9651
302	-17	17	9668	302	-17	17	9668
303	-119	20	9688	303	-119	20	9688
304	-17	17	9705	304	-17	17	9705
305	-19	19	9724	305	-19	19	9724
306	-19	19	9743	306	-19	19	9743
307	-17	17	9760	307	-17	17	9760
308	-17	17	9777	308	-17	17	9777
309	-20	20	9797	309	-20	20	9797
310	-19	19	9816	310	-19	19	9816
311	-22	22	9838	311	-22	22	9838
312	-19	19	9857	312	-19	19	9857
313	-17	17	9874	313	-17	17	9874
314	-17	17	9891	314	-17	17	9891
315	-19	19	9910	315	-19	19	9910
316	-19	19	9929	316	-19	19	9929
317	-21	21	9950	317	-21	21	9950
318	-20	20	9970	318	-20	20	9970
319	-20	20	9990	319	-20	20	9990
320	-17	17	10007	320	-17	17	10007
321	-17	17	10024	321	-17	17	10024
322	-19	19	10043	322	-19	19	10043
323	-17	17	10060	323	-17	17	10060
324	-18	18	10078	324	-18	18	10078
325	-30	30	10108	325	-30	30	10108
326	-18	18	10126	326	-18	18	10126
327	-20	20	10146	327	-20	20	10146
328	-20	20	10166	328	-20	20	10166
329	-17	17	10183	329	-17	17	10183
330	-19	19	10202	330	-19	19	10202
331	-19	19	10221	331	-19	19	10221
332	-17	17	10238	332	-17	17	10238
333	-18	18	10256	333	-18	18	10256
334	-17	17	10273	334	-17	17	10273
335	-17	17	10290	335	-17	17	10290
336	-17	17	10307	336	-17	17	10307
337	-17	17	10324	337	-17	17	10324
338	-17	17	10341	338	-17	17	10341
339	-19	19	10360	339	-19	19	10360
340	-17	17	10377	340	-17	17	10377
341	-19	19	10396	341	-19	19	10396
342	-17	17	10413	342	-17	17	10413
343	-17	17	10430	343	-17	17	10430
344	-17	17	10447	344	-17	17	10447
345	-120	21	10468	345	-120	21	10468
346	-17	17	10485	346	-17	17	10485
347	-18	18	10503	347	-18	18	10503
348	-17	17	10520	348	-17	17	10520
349	-22	22	10542	349	-22	22	10542
350	-17	17	10559	350	-17	17	10559
351	-19	19	10578	351	-19	19	10578
352	-23	23	10601	352	-23	23	10601
353	-17	17	10618	353	-17	17	10618
354	-19	19	10637	354	-19	19	10637
355	-21	21	10658	355	-21	21	10658
356	-23	23	10681	356	-23	23	10681
357	-19	19	10700	357	-19	19	10700
358	-17	17	10717	358	-17	17	10717
359	-19	19	10736	359	-19	19	10736
360	-23	23	10759	360	-23	23	10759
361	-22	22	10781	361	-22	22	10781
362	-17	17	10798	362	-17	17	10798
363	-19	19	10817	363	-19	19	10817
364	-19	19	10836	364	-19	19	10836
365	-19	19	10855	365	-19	19	10855
366	-18	18	10873	366	-18	18	10873
367	-18	18	10891	367	-18	18	10891
368	-24	24	10915	368	-24	24	10915
369	-124	25	10940	369	-124	25	10940
370	-19	19	10959	370	-19	19	10959
371	-19	19	10978	371	-19	19	10978
372	-21	21	10999	372	-21	21	10999
373	-19	19	11018	373	-19	19	11018
374	-21	21	11039	374	-21	21	11039
375	-17	17	11056	375	-17	17	11056
376	-18	18	11074	376	-18	18	11074
377	-17	17	11091	377	-17	17	11091
378	-18	18	11109	378	-18	18	11109
379	-17	17	11126	379	-17	17	11126
380	-20	20	11146	380	-20	20	11146
381	-17	17	11163	381	-17	17	11163
382	-19	19	11182	382	-19	19	11182
383	-23	23	11205	383	-23	23	11205
384	-19	19	11224	384	-19	19	11224
385	-19	19	11243	385	-19	19	11243
386	-18	18	11261	386	-18	18	11261
387	-19	19	11280	387	-19	19	11280
388	-18	18	11298	388	-18	18	11298
389	-17	17	11315	389	-17	17	11315
390	-19	19	11334	390	-19	19	11334
391	-19	19	11353	391	-19	19	11353
392	-18	18	11371	392	-18	18	11371
393	-24	24	11395	393	-24	24	11395
394	-18	18	11413	394	-18	18	11413
395	-19	19	11432	395	-19	19	11432
396	-18	18	11450	396	-18	18	11450
397	-19	19	11469	397	-19	19	11469
398	-17	17	11486	398	-17	17	11486
399	-19	19	11505	399	-19	19	11505
400	-17	17	11522	400	-17	17	11522
401	-19	19	11541	401	-19	19	11541
402	-33	33	11574	402	-33	33	11574
403	-27	27	11601	403	-27	27	11601
404	-19	19	11620	404	-19	19	11620
405	-17	17	11637	405	-17	17	11637
406	-18	18	11655	406	-18	18	11655
407	-17	17	11672	407	-17	17	11672
408	-19	19	11691	408	-19	19	11691
409	-19	19	11710	409	-19	19	11710
410	-17	17	11727	410	-17	17	11727
411	-20	20	11747	411	-20	20	11747
412	-20	20	11767	412	-20	20	11767
413	-19	19	11786	413	-19	19	11786
414	-19	19	11805	414	-19	19	11805
415	-19	19	11824	415	-19	19	11824
416	-17	17	11841	416	-17	17	11841
417	-17	17	11858	417	-17	17	11858
418	-119	20	11878	418	-119	20	11878
419	-21	21	11899	419	-21	21	11899
420	-17	17	11916	420	-17	17	11916
421	-22	22	11938	421	-22	22	11938
422	-21	21	11959	422	-21	21	11959
423	-19	19	11978	423	-19	19	11978
424	-18	18	11996	424	-18	18	11996
425	-18	18	12014	425	-18	18	12014
426	-19	19	12033	426	-19	19	12033
427	-27	27	12060	427	-27	27	12060
428	-21	21	12081	428	-21	21	12081
429	-19	19	12100	429	-19	19	12100
430	-24	24	12124	430	-24	24	12124
431	-17	17	12141	431	-17	17	12141
432	-17	17	12158	432	-17	17	12158
433	-19	19	12177	433	-19	19	12177
434	-224	26	12203	434	-224	26	12203
435	-20	20	12223	435	-20	20	12223
436	-22	22	12245	436	-22	22	12245
437	-20	20	12265	437	-20	20	12265
438	-23	23	12288	438	-23	23	12288
439	-17	17	12305	439	-17	17	12305
440	-20	20	12325	440	-20	20	12325
441	-18	18	12343	441	-18	18	12343
442	-22	22	12365	442	-22	22	12365
443	-20	20	12385	443	-20	20	12385
444	-19	19	12404	444	-19	19	12404
445	-20	20	12424	445	-20	20	12424
446	-17	17	12441	446	-17	17	12441
447	-17	17	12458	447	-17	17	12458
448	-17	17	12475	448	-17	17	12475
449	-21	21	12496	449	-21	21	12496
450	-119	20	12516	450	-119	20	12516
451	-18	18	12534	451	-18	18	12534
452	-21	21	12555	452	-21	21	12555
453	-19	19	12574	453	-19	19	12574
454	-21	21	12595	454	-21	21	12595
455	-20	20	12615	455	-20	20	12615
456	-19	19	12634	456	-19	19	12634
457	-119	20	12654	457	-119	20	12654
458	-19	19	12673	458	-19	19	12673
459	-17	17	12690	459	-17	17	12690
460	-17	17	12707	460	-17	17	12707
461	-18	18	12725	461	-18	18	12725
462	-17	17	12742	462	-17	17	12742
463	-21	21	12763	463	-21	21	12763
464	-17	17	12780	464	-17	17	12780
465	-19	19	12799	465	-19	19	12799
466	-17	17	12816	466	-17	17	12816
467	-19	19	12835	467	-19	19	12835
468	-17	17	12852	468	-17	17	12852
469	-23	23	12875	469	-23	23	12875
470	-19	19	12894	470	-19	19	12894
471	-21	21	12915	471	-21	21	12915
472	-19	19	12934	472	-19	19	12934
473	-19	19	12953	473	-19	19	12953
474	-19	19	12972	474	-19	19	12972
475	-33	33	13005	475	-33	33	13005
476	-17	17	13022	476	-17	17	13022
477	-17	17	13039	477	-17	17	13039
478	-17	17	13056	478	-17	17	13056
479	-22	22	13078	479	-22	22	13078
480	-117	18	13096	480	-117	18	13096
481	-17	17	13113	481	-17	17	13113
482	-17	17	13130	482	-17	17	13130
483	-20	20	13150	483	-20	20	13150
484	-23	23	13173	484	-23	23	13173
485	-19	19	13192	485	-19	19	13192
486	-18	18	13210	486	-18	18	13210
487	-17	17	13227	487	-17	17	13227
488	-20	20	13247	488	-20	20	13247
489	-19	19	13266	489	-19	19	13266
490	-19	19	13285	490	-19	19	13285
491	-21	21	13306	491	-21	21	13306
492	-21	21	13327	492	-21	21	13327
493	-21	21	13348	493	-21	21	13348
494	-18	18	13366	494	-18	18	13366
495	-17	17	13383	495	-17	17	13383
496	-17	17	13400	496	-17	17	13400
497	-17	17	13417	497	-17	17	13417
498	-135	36	13453	498	-135	36	13453
499	-17	17	13470	499	-17	17	13470
