Episode	Accumulated Reward	Length	Steps
0	-3875	1895	1895
1	-528	330	2225
2	-106	106	2331
3	-582	285	2616
4	-128	128	2744
5	-177	78	2822
6	-46	46	2868
7	-40	40	2908
8	-25	25	2933
9	-72	72	3005
10	-291	93	3098
11	-147	147	3245
12	-235	37	3282
13	-145	46	3328
14	-177	78	3406
15	-39	39	3445
16	-91	91	3536
17	-32	32	3568
18	-20	20	3588
19	-26	26	3614
20	-25	25	3639
21	-34	34	3673
22	-37	37	3710
23	-26	26	3736
24	-21	21	3757
25	-22	22	3779
26	-21	21	3800
27	-21	21	3821
28	-20	20	3841
29	-19	19	3860
30	-19	19	3879
31	-22	22	3901
32	-19	19	3920
33	-19	19	3939
34	-19	19	3958
35	-19	19	3977
36	-21	21	3998
37	-35	35	4033
38	-23	23	4056
39	-21	21	4077
40	-21	21	4098
41	-21	21	4119
42	-23	23	4142
43	-21	21	4163
44	-19	19	4182
45	-19	19	4201
46	-21	21	4222
47	-21	21	4243
48	-19	19	4262
49	-19	19	4281
50	-23	23	4304
51	-24	24	4328
52	-21	21	4349
53	-24	24	4373
54	-226	28	4401
55	-23	23	4424
56	-19	19	4443
57	-23	23	4466
58	-19	19	4485
59	-19	19	4504
60	-20	20	4524
61	-21	21	4545
62	-23	23	4568
63	-21	21	4589
64	-21	21	4610
65	-27	27	4637
66	-19	19	4656
67	-130	31	4687
68	-19	19	4706
69	-22	22	4728
70	-22	22	4750
71	-19	19	4769
72	-21	21	4790
73	-21	21	4811
74	-19	19	4830
75	-22	22	4852
76	-21	21	4873
77	-260	62	4935
78	-19	19	4954
79	-21	21	4975
80	-26	26	5001
81	-19	19	5020
82	-28	28	5048
83	-27	27	5075
84	-30	30	5105
85	-31	31	5136
86	-27	27	5163
87	-20	20	5183
88	-25	25	5208
89	-25	25	5233
90	-29	29	5262
91	-26	26	5288
92	-21	21	5309
93	-19	19	5328
94	-19	19	5347
95	-19	19	5366
96	-23	23	5389
97	-17	17	5406
98	-18	18	5424
99	-18	18	5442
100	-17	17	5459
101	-20	20	5479
102	-19	19	5498
103	-18	18	5516
104	-17	17	5533
