Episode	Accumulated Reward	Length	Steps
105	-17	17	5550
106	-19	19	5569
107	-18	18	5587
108	-19	19	5606
109	-17	17	5623
110	-20	20	5643
111	-17	17	5660
112	-18	18	5678
113	-22	22	5700
114	-18	18	5718
115	-18	18	5736
116	-19	19	5755
117	-19	19	5774
118	-20	20	5794
119	-21	21	5815
120	-18	18	5833
121	-22	22	5855
122	-17	17	5872
123	-19	19	5891
124	-18	18	5909
125	-24	24	5933
126	-17	17	5950
127	-18	18	5968
128	-19	19	5987
129	-19	19	6006
130	-18	18	6024
131	-20	20	6044
132	-19	19	6063
133	-19	19	6082
134	-19	19	6101
135	-18	18	6119
136	-20	20	6139
137	-17	17	6156
138	-17	17	6173
139	-18	18	6191
140	-19	19	6210
141	-22	22	6232
142	-18	18	6250
143	-21	21	6271
144	-18	18	6289
145	-18	18	6307
146	-19	19	6326
147	-19	19	6345
148	-18	18	6363
149	-17	17	6380
150	-22	22	6402
151	-18	18	6420
152	-18	18	6438
153	-17	17	6455
154	-17	17	6472
155	-20	20	6492
156	-20	20	6512
157	-18	18	6530
158	-23	23	6553
159	-118	19	6572
160	-18	18	6590
161	-19	19	6609
162	-17	17	6626
163	-17	17	6643
164	-24	24	6667
165	-21	21	6688
166	-20	20	6708
167	-19	19	6727
168	-17	17	6744
169	-29	29	6773
170	-22	22	6795
171	-21	21	6816
172	-18	18	6834
173	-20	20	6854
174	-20	20	6874
175	-21	21	6895
176	-17	17	6912
177	-17	17	6929
178	-19	19	6948
179	-17	17	6965
180	-18	18	6983
181	-22	22	7005
182	-18	18	7023
183	-17	17	7040
184	-24	24	7064
185	-21	21	7085
186	-24	24	7109
187	-17	17	7126
188	-19	19	7145
189	-20	20	7165
190	-17	17	7182
191	-18	18	7200
192	-19	19	7219
193	-22	22	7241
194	-19	19	7260
195	-21	21	7281
196	-17	17	7298
197	-121	22	7320
198	-19	19	7339
199	-19	19	7358
200	-20	20	7378
201	-17	17	7395
202	-18	18	7413
203	-20	20	7433
204	-19	19	7452
205	-19	19	7471
206	-17	17	7488
207	-20	20	7508
208	-17	17	7525
209	-18	18	7543
210	-17	17	7560
211	-18	18	7578
212	-19	19	7597
213	-19	19	7616
214	-121	22	7638
215	-17	17	7655
216	-19	19	7674
217	-19	19	7693
218	-17	17	7710
219	-17	17	7727
220	-119	20	7747
221	-19	19	7766
222	-19	19	7785
223	-18	18	7803
224	-23	23	7826
225	-19	19	7845
226	-18	18	7863
227	-19	19	7882
228	-17	17	7899
229	-17	17	7916
230	-17	17	7933
231	-23	23	7956
232	-20	20	7976
233	-17	17	7993
234	-18	18	8011
235	-21	21	8032
236	-21	21	8053
237	-19	19	8072
238	-19	19	8091
239	-20	20	8111
240	-17	17	8128
241	-24	24	8152
242	-21	21	8173
243	-20	20	8193
244	-17	17	8210
245	-17	17	8227
246	-17	17	8244
247	-21	21	8265
248	-21	21	8286
249	-17	17	8303
250	-17	17	8320
251	-19	19	8339
252	-17	17	8356
253	-17	17	8373
254	-17	17	8390
255	-19	19	8409
256	-18	18	8427
257	-17	17	8444
258	-23	23	8467
259	-119	20	8487
260	-19	19	8506
261	-17	17	8523
262	-18	18	8541
263	-18	18	8559
264	-18	18	8577
265	-18	18	8595
266	-19	19	8614
267	-18	18	8632
268	-17	17	8649
269	-17	17	8666
270	-123	24	8690
271	-19	19	8709
272	-19	19	8728
273	-17	17	8745
274	-20	20	8765
275	-17	17	8782
276	-20	20	8802
277	-19	19	8821
278	-21	21	8842
279	-17	17	8859
280	-21	21	8880
281	-21	21	8901
282	-21	21	8922
283	-20	20	8942
284	-17	17	8959
285	-18	18	8977
286	-21	21	8998
287	-20	20	9018
288	-17	17	9035
289	-18	18	9053
290	-22	22	9075
291	-21	21	9096
292	-124	25	9121
293	-21	21	9142
294	-19	19	9161
295	-17	17	9178
296	-17	17	9195
297	-19	19	9214
298	-17	17	9231
299	-21	21	9252
300	-17	17	9269
301	-18	18	9287
302	-19	19	9306
303	-17	17	9323
304	-21	21	9344
305	-19	19	9363
306	-17	17	9380
307	-17	17	9397
308	-17	17	9414
309	-21	21	9435
310	-19	19	9454
311	-19	19	9473
312	-18	18	9491
313	-18	18	9509
314	-21	21	9530
315	-21	21	9551
316	-124	25	9576
317	-18	18	9594
318	-21	21	9615
319	-21	21	9636
320	-20	20	9656
321	-19	19	9675
322	-17	17	9692
323	-18	18	9710
324	-22	22	9732
325	-17	17	9749
326	-18	18	9767
327	-19	19	9786
328	-20	20	9806
329	-20	20	9826
330	-19	19	9845
331	-18	18	9863
332	-20	20	9883
333	-19	19	9902
334	-118	19	9921
335	-17	17	9938
336	-19	19	9957
337	-19	19	9976
338	-19	19	9995
339	-20	20	10015
340	-17	17	10032
341	-17	17	10049
342	-17	17	10066
343	-24	24	10090
344	-19	19	10109
345	-19	19	10128
346	-19	19	10147
347	-17	17	10164
348	-20	20	10184
349	-17	17	10201
350	-17	17	10218
351	-23	23	10241
352	-18	18	10259
353	-19	19	10278
354	-21	21	10299
355	-22	22	10321
356	-18	18	10339
357	-18	18	10357
358	-120	21	10378
359	-26	26	10404
360	-17	17	10421
361	-21	21	10442
362	-21	21	10463
363	-22	22	10485
364	-21	21	10506
365	-17	17	10523
366	-21	21	10544
367	-26	26	10570
368	-20	20	10590
369	-17	17	10607
370	-17	17	10624
371	-24	24	10648
372	-17	17	10665
373	-17	17	10682
374	-18	18	10700
375	-17	17	10717
376	-18	18	10735
377	-17	17	10752
378	-22	22	10774
379	-17	17	10791
380	-18	18	10809
381	-17	17	10826
382	-26	26	10852
383	-22	22	10874
384	-20	20	10894
385	-17	17	10911
386	-20	20	10931
387	-25	25	10956
388	-18	18	10974
389	-17	17	10991
390	-19	19	11010
391	-24	24	11034
392	-21	21	11055
393	-20	20	11075
394	-17	17	11092
395	-19	19	11111
396	-17	17	11128
397	-19	19	11147
398	-21	21	11168
399	-19	19	11187
400	-128	29	11216
401	-19	19	11235
402	-19	19	11254
403	-17	17	11271
404	-19	19	11290
405	-19	19	11309
406	-17	17	11326
407	-17	17	11343
408	-17	17	11360
409	-18	18	11378
410	-21	21	11399
411	-19	19	11418
412	-20	20	11438
413	-19	19	11457
414	-17	17	11474
415	-17	17	11491
416	-17	17	11508
417	-18	18	11526
418	-21	21	11547
419	-21	21	11568
420	-21	21	11589
421	-17	17	11606
422	-17	17	11623
423	-21	21	11644
424	-20	20	11664
425	-24	24	11688
426	-21	21	11709
427	-22	22	11731
428	-25	25	11756
429	-18	18	11774
430	-18	18	11792
431	-23	23	11815
432	-21	21	11836
433	-17	17	11853
434	-19	19	11872
435	-18	18	11890
436	-19	19	11909
437	-20	20	11929
438	-17	17	11946
439	-18	18	11964
440	-17	17	11981
441	-19	19	12000
442	-20	20	12020
443	-20	20	12040
444	-19	19	12059
445	-23	23	12082
446	-18	18	12100
447	-18	18	12118
448	-20	20	12138
449	-22	22	12160
450	-21	21	12181
451	-23	23	12204
452	-29	29	12233
453	-23	23	12256
454	-19	19	12275
455	-18	18	12293
456	-19	19	12312
457	-23	23	12335
458	-118	19	12354
459	-17	17	12371
460	-18	18	12389
461	-20	20	12409
462	-21	21	12430
463	-17	17	12447
464	-17	17	12464
465	-21	21	12485
466	-17	17	12502
467	-17	17	12519
468	-20	20	12539
469	-19	19	12558
470	-17	17	12575
471	-20	20	12595
472	-17	17	12612
473	-17	17	12629
474	-25	25	12654
475	-23	23	12677
476	-20	20	12697
477	-17	17	12714
478	-20	20	12734
479	-19	19	12753
480	-17	17	12770
481	-18	18	12788
482	-19	19	12807
483	-24	24	12831
484	-18	18	12849
485	-18	18	12867
486	-18	18	12885
487	-22	22	12907
488	-18	18	12925
489	-17	17	12942
490	-18	18	12960
491	-18	18	12978
492	-19	19	12997
493	-17	17	13014
494	-20	20	13034
495	-22	22	13056
496	-17	17	13073
497	-18	18	13091
498	-21	21	13112
499	-19	19	13131
